task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
273	41/4c458e	3700024.pbsha.ib.sockeye	runMatching (272)	COMPLETED	0	2022-04-23 18:36:32.914	6m 39s	6m 16s	101.8%	658.5 MB	8.3 GB	2.3 GB	1.1 GB
262	30/77117e	3700028.pbsha.ib.sockeye	runMatching (261)	COMPLETED	0	2022-04-23 18:36:33.263	6m 38s	6m 18s	102.5%	660.2 MB	8.3 GB	2.3 GB	1.1 GB
282	ac/b2079f	3700032.pbsha.ib.sockeye	runMatching (281)	COMPLETED	0	2022-04-23 18:36:33.574	6m 38s	6m 16s	117.7%	652.4 MB	8.3 GB	2.3 GB	1.1 GB
243	29/a549f1	3699994.pbsha.ib.sockeye	runMatching (242)	COMPLETED	0	2022-04-23 18:36:02.436	7m 34s	6m 28s	189.8%	659.7 MB	8.3 GB	2.3 GB	1.1 GB
253	8f/d1913f	3700005.pbsha.ib.sockeye	runMatching (252)	COMPLETED	0	2022-04-23 18:36:03.399	7m 33s	6m 27s	103.4%	656.6 MB	8.3 GB	2.3 GB	1.1 GB
186	bf/9db744	3699947.pbsha.ib.sockeye	runMatching (185)	COMPLETED	0	2022-04-23 18:35:57.879	10m 14s	9m 47s	104.5%	663.2 MB	8.3 GB	2.8 GB	1.4 GB
213	03/6617f6	3699973.pbsha.ib.sockeye	runMatching (212)	COMPLETED	0	2022-04-23 18:36:00.541	10m 26s	9m 41s	107.0%	671.8 MB	8.3 GB	2.8 GB	1.4 GB
201	43/671cc0	3699977.pbsha.ib.sockeye	runMatching (200)	COMPLETED	0	2022-04-23 18:36:00.880	11m 16s	10m 20s	142.8%	671.1 MB	8.3 GB	2.8 GB	1.4 GB
203	9c/98b421	3699979.pbsha.ib.sockeye	runMatching (202)	COMPLETED	0	2022-04-23 18:36:01.063	11m 20s	10m 30s	150.6%	665.9 MB	8.3 GB	2.8 GB	1.4 GB
222	6f/eeb8e0	3699981.pbsha.ib.sockeye	runMatching (221)	COMPLETED	0	2022-04-23 18:36:01.241	11m 25s	10m 32s	138.2%	667.6 MB	8.3 GB	2.8 GB	1.4 GB
294	d7/44bc22	3700045.pbsha.ib.sockeye	runMatching (293)	COMPLETED	0	2022-04-23 18:37:11.664	10m 45s	10m 31s	112.9%	671.5 MB	8.3 GB	2.8 GB	1.4 GB
276	1c/519ed3	3700026.pbsha.ib.sockeye	runMatching (275)	COMPLETED	0	2022-04-23 18:36:33.096	11m 28s	11m 9s	108.5%	667.2 MB	8.3 GB	2.8 GB	1.4 GB
187	9c/7cfff0	3699948.pbsha.ib.sockeye	runMatching (186)	COMPLETED	0	2022-04-23 18:35:57.951	12m 34s	12m 3s	102.3%	669.2 MB	8.3 GB	2.8 GB	1.3 GB
230	99/159f93	3699998.pbsha.ib.sockeye	runMatching (229)	COMPLETED	0	2022-04-23 18:36:02.794	12m 44s	11m 36s	138.8%	666.3 MB	8.3 GB	2.8 GB	1.4 GB
263	43/00f231	3700014.pbsha.ib.sockeye	runMatching (262)	COMPLETED	0	2022-04-23 18:36:04.373	12m 42s	11m 37s	139.1%	669.4 MB	8.3 GB	2.8 GB	1.4 GB
266	82/63d4c9	3700016.pbsha.ib.sockeye	runMatching (265)	COMPLETED	0	2022-04-23 18:36:04.581	12m 42s	11m 39s	139.8%	673.9 MB	8.3 GB	2.8 GB	1.4 GB
245	69/5dc5d0	3699996.pbsha.ib.sockeye	runMatching (244)	COMPLETED	0	2022-04-23 18:36:02.610	12m 54s	11m 46s	99.8%	659.1 MB	8.3 GB	2.8 GB	1.4 GB
256	91/52565a	3700010.pbsha.ib.sockeye	runMatching (255)	COMPLETED	0	2022-04-23 18:36:04.003	12m 53s	11m 49s	103.2%	667.8 MB	8.3 GB	2.8 GB	1.4 GB
214	3e/f4456f	3699975.pbsha.ib.sockeye	runMatching (213)	COMPLETED	0	2022-04-23 18:36:00.712	13m 11s	12m 26s	106.3%	669.1 MB	8.3 GB	2.8 GB	1.3 GB
223	9c/8b563d	3699980.pbsha.ib.sockeye	runMatching (222)	COMPLETED	0	2022-04-23 18:36:01.144	13m 40s	12m 47s	141.5%	666.7 MB	8.3 GB	2.8 GB	1.3 GB
291	eb/fa72a5	3700059.pbsha.ib.sockeye	runMatching (290)	COMPLETED	0	2022-04-23 18:43:11.747	6m 30s	6m 13s	102.3%	659.6 MB	8.3 GB	2.3 GB	1.1 GB
202	75/506765	3699966.pbsha.ib.sockeye	runMatching (201)	COMPLETED	0	2022-04-23 18:35:59.836	13m 52s	13m 23s	126.3%	667.8 MB	8.3 GB	2.8 GB	1.3 GB
195	66/2409e3	3699961.pbsha.ib.sockeye	runMatching (194)	COMPLETED	0	2022-04-23 18:35:59.433	13m 57s	13m 28s	114.1%	666.5 MB	8.3 GB	2.8 GB	1.3 GB
286	d7/f5678f	3700043.pbsha.ib.sockeye	runMatching (285)	COMPLETED	0	2022-04-23 18:36:56.578	13m 5s	12m 53s	113.0%	667.4 MB	8.3 GB	2.8 GB	1.3 GB
316	d9/409c86	3700081.pbsha.ib.sockeye	runMatching (315)	FAILED	3	2022-04-23 18:50:01.640	19.9s	6.9s	104.8%	133.6 MB	7.4 GB	13.1 MB	61.8 KB
237	d0/52d585	3700025.pbsha.ib.sockeye	runMatching (236)	COMPLETED	0	2022-04-23 18:36:33.008	14m 9s	13m 46s	103.0%	669.4 MB	8.3 GB	2.8 GB	1.3 GB
248	3e/b46a52	3700000.pbsha.ib.sockeye	runMatching (247)	COMPLETED	0	2022-04-23 18:36:02.963	14m 59s	13m 48s	214.2%	664 MB	8.3 GB	2.8 GB	1.3 GB
246	f6/d51f16	3699995.pbsha.ib.sockeye	runMatching (245)	COMPLETED	0	2022-04-23 18:36:02.516	15m 4s	13m 59s	100.9%	669.6 MB	8.3 GB	2.8 GB	1.3 GB
321	98/c335f3	3700088.pbsha.ib.sockeye	runMatching (320)	FAILED	3	2022-04-23 18:51:06.884	19.7s	6.4s	96.6%	110.1 MB	7.4 GB	13.4 MB	40.3 KB
257	fd/a65543	3700018.pbsha.ib.sockeye	runMatching (256)	COMPLETED	0	2022-04-23 18:36:04.786	15m 27s	14m 22s	108.6%	665.1 MB	8.3 GB	2.8 GB	1.3 GB
267	ed/d01b2e	3700019.pbsha.ib.sockeye	runMatching (266)	COMPLETED	0	2022-04-23 18:36:04.918	15m 27s	14m 25s	104.1%	671.5 MB	8.3 GB	2.8 GB	1.3 GB
295	71/bfc3ae	3700046.pbsha.ib.sockeye	runMatching (294)	COMPLETED	0	2022-04-23 18:37:16.567	14m 15s	14m 3s	110.8%	676.2 MB	8.3 GB	2.8 GB	1.3 GB
309	03/50973f	3700068.pbsha.ib.sockeye	runMatching (308)	COMPLETED	0	2022-04-23 18:47:56.631	6m 10s	6m 1s	117.8%	671.8 MB	8.3 GB	2.3 GB	1.1 GB
277	e6/ac55eb	3700052.pbsha.ib.sockeye	runMatching (276)	COMPLETED	0	2022-04-23 18:42:36.589	11m 40s	11m 28s	112.0%	667.6 MB	8.3 GB	2.8 GB	1.3 GB
198	80/de7093	3699951.pbsha.ib.sockeye	runMatching (197)	COMPLETED	0	2022-04-23 18:35:58.193	19m 23s	18m 56s	111.7%	951.3 MB	8.6 GB	4.4 GB	2.5 GB
303	ac/eeb280	3700061.pbsha.ib.sockeye	runMatching (302)	COMPLETED	0	2022-04-23 18:43:36.664	12m	11m 39s	104.7%	664.7 MB	8.3 GB	2.8 GB	1.4 GB
190	18/ff9aec	3699952.pbsha.ib.sockeye	runMatching (189)	COMPLETED	0	2022-04-23 18:35:58.271	19m 48s	19m 21s	109.0%	957.2 MB	8.6 GB	4.5 GB	2.5 GB
300	c2/21f74c	3700078.pbsha.ib.sockeye	runMatching (299)	COMPLETED	0	2022-04-23 18:49:41.814	6m 15s	5m 59s	119.9%	654.6 MB	8.3 GB	2.3 GB	1.1 GB
285	3c/95d780	3700064.pbsha.ib.sockeye	runMatching (284)	COMPLETED	0	2022-04-23 18:46:26.639	10m	9m 44s	111.3%	671.7 MB	8.3 GB	2.8 GB	1.4 GB
318	a3/83426f	3700077.pbsha.ib.sockeye	runMatching (317)	COMPLETED	0	2022-04-23 18:49:41.688	6m 50s	6m 33s	106.3%	663.1 MB	8.3 GB	2.3 GB	1.1 GB
271	a2/25ebb9	3700036.pbsha.ib.sockeye	runMatching (270)	COMPLETED	0	2022-04-23 18:36:33.871	20m 33s	20m 15s	107.8%	959.4 MB	8.6 GB	4.5 GB	2.5 GB
212	b6/acd151	3699982.pbsha.ib.sockeye	runMatching (211)	COMPLETED	0	2022-04-23 18:36:01.322	21m 25s	20m 34s	131.1%	948.1 MB	8.6 GB	4.4 GB	2.5 GB
280	56/2fb9d6	3700030.pbsha.ib.sockeye	runMatching (279)	COMPLETED	0	2022-04-23 18:36:33.412	22m 28s	22m 4s	101.9%	964.8 MB	8.6 GB	4.5 GB	2.5 GB
232	88/471bd3	3700017.pbsha.ib.sockeye	runMatching (231)	COMPLETED	0	2022-04-23 18:36:04.679	23m 57s	22m 53s	123.7%	951.6 MB	8.6 GB	4.4 GB	2.5 GB
260	8a/fd5fbe	3700013.pbsha.ib.sockeye	runMatching (259)	COMPLETED	0	2022-04-23 18:36:04.277	24m 7s	23m 1s	112.7%	959.5 MB	8.6 GB	4.5 GB	2.5 GB
304	70/8998e9	3700066.pbsha.ib.sockeye	runMatching (303)	COMPLETED	0	2022-04-23 18:47:21.615	13m	12m 46s	114.5%	674.7 MB	8.3 GB	2.8 GB	1.3 GB
312	98/d79fbc	3700071.pbsha.ib.sockeye	runMatching (311)	COMPLETED	0	2022-04-23 18:48:46.620	11m 55s	11m 41s	101.0%	668.8 MB	8.3 GB	2.8 GB	1.4 GB
184	63/ebba7b	3699944.pbsha.ib.sockeye	runMatching (183)	COMPLETED	0	2022-04-23 18:35:57.635	24m 54s	24m 24s	102.8%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
341	47/69c050	3700112.pbsha.ib.sockeye	runMatching (340)	FAILED	3	2022-04-23 19:00:51.700	30s	14s	115.4%	136.9 MB	7.4 GB	13.7 MB	191 KB
234	f8/a94d18	3699990.pbsha.ib.sockeye	runMatching (233)	COMPLETED	0	2022-04-23 18:36:02.072	25m 40s	24m 49s	142.9%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
216	94/1926e8	3699976.pbsha.ib.sockeye	runMatching (215)	COMPLETED	0	2022-04-23 18:36:00.798	25m 46s	24m 57s	103.1%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
269	68/45fc98	3700039.pbsha.ib.sockeye	runMatching (268)	COMPLETED	0	2022-04-23 18:36:34.096	26m 28s	26m 7s	103.5%	1.2 GB	9 GB	5.3 GB	3.3 GB
209	dc/ea8151	3699965.pbsha.ib.sockeye	runMatching (208)	COMPLETED	0	2022-04-23 18:35:59.755	27m 37s	27m 11s	126.4%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
320	ad/bab7db	3700090.pbsha.ib.sockeye	runMatching (319)	COMPLETED	0	2022-04-23 18:51:31.645	12m 5s	11m 51s	111.5%	673.7 MB	8.3 GB	2.8 GB	1.4 GB
327	d4/58f98c	3700105.pbsha.ib.sockeye	runMatching (326)	COMPLETED	0	2022-04-23 18:57:26.681	6m 10s	5m 52s	107.8%	660.2 MB	8.3 GB	2.3 GB	1.1 GB
298	ec/c7f880	3700056.pbsha.ib.sockeye	runMatching (297)	COMPLETED	0	2022-04-23 18:42:51.581	20m 50s	20m 40s	108.9%	958.4 MB	8.6 GB	4.5 GB	2.5 GB
193	4f/3a7f96	3699953.pbsha.ib.sockeye	runMatching (192)	COMPLETED	0	2022-04-23 18:35:58.345	28m 23s	28m	111.2%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
289	b8/595ce1	3700055.pbsha.ib.sockeye	runMatching (288)	COMPLETED	0	2022-04-23 18:42:46.580	21m 45s	21m 32s	104.5%	946.5 MB	8.6 GB	4.4 GB	2.5 GB
194	ff/df6793	3699950.pbsha.ib.sockeye	runMatching (193)	COMPLETED	0	2022-04-23 18:35:58.116	28m 39s	28m 13s	103.8%	2 GB	9.9 GB	6 GB	4.1 GB
205	97/d3ae98	3699958.pbsha.ib.sockeye	runMatching (204)	COMPLETED	0	2022-04-23 18:35:59.179	28m 37s	28m 13s	103.7%	1.2 GB	9 GB	5.3 GB	3.3 GB
185	fc/29574e	3699945.pbsha.ib.sockeye	runMatching (184)	COMPLETED	0	2022-04-23 18:35:57.735	28m 49s	28m 21s	104.1%	2 GB	9.9 GB	6.1 GB	4.1 GB
274	9f/4981ef	3700022.pbsha.ib.sockeye	runMatching (273)	COMPLETED	0	2022-04-23 18:36:32.552	28m 14s	27m 45s	109.0%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
313	b9/cb7db4	3700089.pbsha.ib.sockeye	runMatching (312)	COMPLETED	0	2022-04-23 18:51:26.657	13m 20s	13m 10s	115.3%	664.4 MB	8.3 GB	2.8 GB	1.3 GB
211	e8/4a05fb	3699974.pbsha.ib.sockeye	runMatching (210)	COMPLETED	0	2022-04-23 18:36:00.624	29m 11s	28m 28s	103.0%	2 GB	9.9 GB	6 GB	4.1 GB
254	98/9687c0	3700004.pbsha.ib.sockeye	runMatching (253)	COMPLETED	0	2022-04-23 18:36:03.318	30m 4s	28m 57s	138.3%	1.2 GB	9 GB	5.3 GB	3.3 GB
330	86/93391f	3700095.pbsha.ib.sockeye	runMatching (329)	COMPLETED	0	2022-04-23 18:54:16.670	12m 10s	11m 55s	111.3%	665.9 MB	8.3 GB	2.8 GB	1.3 GB
264	8d/4248be	3700015.pbsha.ib.sockeye	runMatching (263)	COMPLETED	0	2022-04-23 18:36:04.484	30m 52s	29m 49s	101.0%	1.2 GB	8.9 GB	5.3 GB	3.2 GB
336	69/f37ef4	3700109.pbsha.ib.sockeye	runMatching (335)	COMPLETED	0	2022-04-23 19:00:11.701	7m 5s	6m 48s	101.4%	651.6 MB	8.3 GB	2.3 GB	1.1 GB
284	d2/bc7945	3700033.pbsha.ib.sockeye	runMatching (283)	COMPLETED	0	2022-04-23 18:36:33.648	32m 8s	31m 51s	103.1%	1.9 GB	9.9 GB	6.1 GB	4.1 GB
265	47/46a551	3700041.pbsha.ib.sockeye	runMatching (264)	COMPLETED	0	2022-04-23 18:36:34.253	32m 7s	31m 45s	103.3%	1.9 GB	9.8 GB	6.1 GB	4.1 GB
339	6b/5fc820	3700103.pbsha.ib.sockeye	runMatching (338)	COMPLETED	0	2022-04-23 18:56:31.695	12m 40s	12m 26s	112.5%	671.5 MB	8.3 GB	2.8 GB	1.3 GB
219	ac/8c595d	3699971.pbsha.ib.sockeye	runMatching (218)	COMPLETED	0	2022-04-23 18:36:00.375	33m 16s	32m 31s	107.7%	1.9 GB	9.9 GB	6.1 GB	4 GB
292	7a/cbb8d8	3700057.pbsha.ib.sockeye	runMatching (291)	COMPLETED	0	2022-04-23 18:43:11.597	26m 5s	25m 50s	108.9%	1.2 GB	9 GB	5.3 GB	3.3 GB
275	1a/eca1e2	3700029.pbsha.ib.sockeye	runMatching (274)	COMPLETED	0	2022-04-23 18:36:33.336	33m 18s	32m 54s	101.9%	2 GB	9.9 GB	6.1 GB	4.1 GB
328	94/6dc940	3700106.pbsha.ib.sockeye	runMatching (327)	COMPLETED	0	2022-04-23 18:59:01.728	10m 50s	10m 38s	103.1%	662.4 MB	8.3 GB	2.8 GB	1.4 GB
206	ff/42ec67	3699959.pbsha.ib.sockeye	runMatching (205)	COMPLETED	0	2022-04-23 18:35:59.270	34m 8s	33m 42s	112.7%	2 GB	9.9 GB	6.1 GB	4.1 GB
362	71/9bf732	3700125.pbsha.ib.sockeye	runMatching (361)	COMPLETED	0	2022-04-23 19:04:58.694	5m 38s	5m 24s	111.9%	657.7 MB	8.3 GB	2.3 GB	1.1 GB
283	b7/3669f7	3700053.pbsha.ib.sockeye	runMatching (282)	COMPLETED	0	2022-04-23 18:42:41.576	28m 10s	27m 56s	121.0%	1.2 GB	8.9 GB	5.2 GB	3.3 GB
351	49/c36e65	3700122.pbsha.ib.sockeye	runMatching (350)	COMPLETED	0	2022-04-23 19:04:58.209	6m 29s	6m 15s	110.7%	655.9 MB	8.3 GB	2.3 GB	1.1 GB
255	f5/690b71	3700009.pbsha.ib.sockeye	runMatching (254)	COMPLETED	0	2022-04-23 18:36:03.879	35m 28s	34m 24s	135.8%	2 GB	9.9 GB	6.1 GB	4.1 GB
307	e9/5aa9e2	3700080.pbsha.ib.sockeye	runMatching (306)	COMPLETED	0	2022-04-23 18:49:56.627	21m 50s	21m 34s	113.6%	946.1 MB	8.6 GB	4.5 GB	2.5 GB
310	bd/21ac85	3700070.pbsha.ib.sockeye	runMatching (309)	COMPLETED	0	2022-04-23 18:48:31.624	23m 20s	23m 5s	115.3%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
244	8d/cf9808	3699993.pbsha.ib.sockeye	runMatching (243)	COMPLETED	0	2022-04-23 18:36:02.351	35m 59s	34m 56s	103.2%	2 GB	9.9 GB	6.1 GB	4.1 GB
247	01/543c8d	3699999.pbsha.ib.sockeye	runMatching (246)	COMPLETED	0	2022-04-23 18:36:02.882	35m 59s	34m 54s	130.8%	1.9 GB	9.8 GB	6.1 GB	4.1 GB
235	52/eba2f6	3699992.pbsha.ib.sockeye	runMatching (234)	COMPLETED	0	2022-04-23 18:36:02.266	36m 9s	35m 3s	136.4%	1.8 GB	9.8 GB	6.1 GB	4.1 GB
302	da/d0acdc	3700067.pbsha.ib.sockeye	runMatching (301)	COMPLETED	0	2022-04-23 18:47:26.617	24m 55s	24m 43s	114.7%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
338	7c/83c90c	3700111.pbsha.ib.sockeye	runMatching (337)	COMPLETED	0	2022-04-23 19:00:41.714	12m 5s	11m 53s	104.4%	664.9 MB	8.3 GB	2.8 GB	1.4 GB
345	93/b20b15	3700131.pbsha.ib.sockeye	runMatching (344)	COMPLETED	0	2022-04-23 19:06:26.747	6m 50s	6m 34s	111.7%	659.9 MB	8.3 GB	2.3 GB	1.1 GB
348	26/830388	3700116.pbsha.ib.sockeye	runMatching (347)	COMPLETED	0	2022-04-23 19:03:01.765	10m 40s	10m 28s	110.3%	669.7 MB	8.3 GB	2.8 GB	1.4 GB
359	2d/89e5fc	3700118.pbsha.ib.sockeye	runMatching (358)	COMPLETED	0	2022-04-23 19:03:36.829	10m 50s	10m 40s	113.6%	668.9 MB	8.3 GB	2.8 GB	1.4 GB
325	a2/c64342	3700098.pbsha.ib.sockeye	runMatching (324)	COMPLETED	0	2022-04-23 18:55:21.687	19m 40s	19m 27s	104.3%	954.1 MB	8.6 GB	4.4 GB	2.5 GB
371	5e/aea2b0	3700141.pbsha.ib.sockeye	runMatching (370)	COMPLETED	0	2022-04-23 19:10:06.984	6m 10s	5m 57s	116.9%	657.8 MB	8.3 GB	2.3 GB	1.1 GB
334	60/9c64cf	3700094.pbsha.ib.sockeye	runMatching (333)	COMPLETED	0	2022-04-23 18:54:07.108	23m 20s	23m 9s	119.1%	956.2 MB	8.6 GB	4.4 GB	2.5 GB
293	8e/437377	3700060.pbsha.ib.sockeye	runMatching (292)	COMPLETED	0	2022-04-23 18:43:36.587	34m 10s	33m 56s	110.5%	1.9 GB	9.9 GB	6.1 GB	4.1 GB
322	d5/b94aa2	3700076.pbsha.ib.sockeye	runMatching (321)	COMPLETED	0	2022-04-23 18:49:11.625	29m 50s	29m 37s	111.0%	1.8 GB	9.8 GB	6 GB	4.1 GB
353	f4/5c47d3	3700127.pbsha.ib.sockeye	runMatching (352)	COMPLETED	0	2022-04-23 19:04:58.834	14m 3s	13m 46s	101.6%	678.5 MB	8.3 GB	2.8 GB	1.3 GB
381	2f/af5943	3700156.pbsha.ib.sockeye	runMatching (380)	COMPLETED	0	2022-04-23 19:14:26.805	6m	5m 46s	115.5%	658.8 MB	8.3 GB	2.3 GB	1.1 GB
319	01/44b7a9	3700101.pbsha.ib.sockeye	runMatching (318)	COMPLETED	0	2022-04-23 18:55:56.663	24m 55s	24m 42s	108.5%	1.2 GB	9 GB	5.3 GB	3.3 GB
344	39/64c4ec	3700114.pbsha.ib.sockeye	runMatching (343)	COMPLETED	0	2022-04-23 19:01:41.722	19m 25s	19m 14s	123.4%	949.3 MB	8.6 GB	4.4 GB	2.5 GB
375	0e/4ea09d	3700139.pbsha.ib.sockeye	runMatching (374)	COMPLETED	0	2022-04-23 19:09:51.774	11m 30s	11m 18s	105.3%	669 MB	8.3 GB	2.8 GB	1.4 GB
311	48/ce8843	3700069.pbsha.ib.sockeye	runMatching (310)	COMPLETED	0	2022-04-23 18:48:01.640	33m 30s	33m 17s	113.5%	1.9 GB	9.9 GB	6.1 GB	4.1 GB
329	e2/7dea75	3700100.pbsha.ib.sockeye	runMatching (328)	COMPLETED	0	2022-04-23 18:55:46.654	27m 55s	27m 35s	108.7%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
301	2b/e95b3b	3700085.pbsha.ib.sockeye	runMatching (300)	COMPLETED	0	2022-04-23 18:50:41.647	33m 30s	33m 18s	116.0%	1.9 GB	9.9 GB	6.1 GB	4.1 GB
365	40/fdb602	3700150.pbsha.ib.sockeye	runMatching (364)	COMPLETED	0	2022-04-23 19:12:01.885	12m 25s	12m 5s	101.9%	671.9 MB	8.3 GB	2.8 GB	1.4 GB
350	b1/88da05	3700121.pbsha.ib.sockeye	runMatching (349)	COMPLETED	0	2022-04-23 19:04:21.725	20m 20s	20m 7s	117.6%	950.3 MB	8.6 GB	4.5 GB	2.5 GB
376	62/d49b12	3700146.pbsha.ib.sockeye	runMatching (375)	COMPLETED	0	2022-04-23 19:11:31.791	13m 45s	13m 33s	118.2%	667.2 MB	8.3 GB	2.8 GB	1.3 GB
358	b0/1f33d0	3700149.pbsha.ib.sockeye	runMatching (357)	COMPLETED	0	2022-04-23 19:12:01.800	13m 35s	13m 16s	107.8%	669.6 MB	8.3 GB	2.8 GB	1.3 GB
396	d6/f28b6c	3700163.pbsha.ib.sockeye	runMatching (395)	COMPLETED	0	2022-04-23 19:19:01.942	6m 50s	6m 36s	110.9%	659.9 MB	8.3 GB	2.3 GB	1.1 GB
366	9f/40e80d	3700147.pbsha.ib.sockeye	runMatching (365)	COMPLETED	0	2022-04-23 19:11:46.788	15m	14m 42s	101.6%	671.3 MB	8.3 GB	2.8 GB	1.3 GB
332	e7/755041	3700099.pbsha.ib.sockeye	runMatching (331)	COMPLETED	0	2022-04-23 18:55:36.682	31m 35s	31m 21s	104.7%	1.9 GB	9.8 GB	6.1 GB	4.1 GB
363	0b/255ce3	3700129.pbsha.ib.sockeye	runMatching (362)	COMPLETED	0	2022-04-23 19:05:11.730	22m 5s	21m 54s	103.2%	957 MB	8.6 GB	4.4 GB	2.5 GB
382	03/cb52a9	3700157.pbsha.ib.sockeye	runMatching (381)	COMPLETED	0	2022-04-23 19:15:01.809	12m 15s	11m 52s	103.8%	668.5 MB	8.3 GB	2.8 GB	1.3 GB
342	c3/8d7672	3700113.pbsha.ib.sockeye	runMatching (341)	COMPLETED	0	2022-04-23 19:01:21.742	27m 35s	27m 21s	102.6%	1.2 GB	9 GB	5.3 GB	3.3 GB
379	df/046eb2	3700144.pbsha.ib.sockeye	runMatching (378)	COMPLETED	0	2022-04-23 19:10:51.783	18m 30s	18m 18s	108.6%	959.3 MB	8.6 GB	4.4 GB	2.5 GB
383	ae/519909	3700161.pbsha.ib.sockeye	runMatching (382)	COMPLETED	0	2022-04-23 19:17:46.833	12m 30s	12m 19s	103.6%	665.4 MB	8.3 GB	2.8 GB	1.4 GB
372	75/8f3b83	3700138.pbsha.ib.sockeye	runMatching (371)	COMPLETED	0	2022-04-23 19:09:16.829	21m 10s	20m 57s	102.0%	952.1 MB	8.6 GB	4.5 GB	2.5 GB
188	3c/847a21	3699943.pbsha.ib.sockeye	runMatching (187)	COMPLETED	0	2022-04-23 18:35:57.550	55m 4s	54m 38s	104.6%	1.8 GB	9.2 GB	3.9 GB	1.7 GB
402	2e/bed0ce	3700168.pbsha.ib.sockeye	runMatching (401)	COMPLETED	0	2022-04-23 19:21:22.046	9m 50s	9m 42s	115.5%	665.7 MB	8.3 GB	2.8 GB	1.4 GB
424	64/8aefd3	3700187.pbsha.ib.sockeye	runMatching (423)	FAILED	3	2022-04-23 19:31:01.911	20s	3.9s	120.9%	137.5 MB	7.4 GB	13 MB	57.8 KB
364	20/fabe33	3700126.pbsha.ib.sockeye	runMatching (363)	COMPLETED	0	2022-04-23 19:04:58.763	27m 3s	26m 44s	107.2%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
337	6d/620366	3700107.pbsha.ib.sockeye	runMatching (336)	COMPLETED	0	2022-04-23 19:00:02.017	32m 40s	32m 21s	102.3%	2 GB	9.9 GB	6.1 GB	4.1 GB
355	95/392e84	3700123.pbsha.ib.sockeye	runMatching (354)	COMPLETED	0	2022-04-23 19:04:58.364	28m 9s	27m 55s	109.9%	1.2 GB	9 GB	5.3 GB	3.2 GB
347	97/25a86f	3700117.pbsha.ib.sockeye	runMatching (346)	COMPLETED	0	2022-04-23 19:03:36.725	31m 20s	31m 12s	103.1%	2 GB	9.9 GB	6 GB	4.1 GB
231	7c/3e240a	3699988.pbsha.ib.sockeye	runMatching (230)	COMPLETED	0	2022-04-23 18:36:01.886	59m 25s	58m 31s	138.6%	1.8 GB	9.3 GB	3.9 GB	1.7 GB
416	22/19d333	3700182.pbsha.ib.sockeye	runMatching (415)	COMPLETED	0	2022-04-23 19:28:56.946	6m 30s	6m 17s	117.8%	655.8 MB	8.3 GB	2.3 GB	1.1 GB
224	32/c4344b	3699985.pbsha.ib.sockeye	runMatching (223)	COMPLETED	0	2022-04-23 18:36:01.570	59m 30s	58m 35s	147.7%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
268	40/097678	3700040.pbsha.ib.sockeye	runMatching (267)	COMPLETED	0	2022-04-23 18:36:34.179	58m 58s	58m 43s	102.2%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
287	49/55d4ff	3700037.pbsha.ib.sockeye	runMatching (286)	COMPLETED	0	2022-04-23 18:36:33.945	59m 18s	58m 58s	104.2%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
346	6e/746852	3700133.pbsha.ib.sockeye	runMatching (345)	COMPLETED	0	2022-04-23 19:07:16.789	28m 40s	28m 23s	101.5%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
296	06/4305dc	3700044.pbsha.ib.sockeye	runMatching (295)	COMPLETED	0	2022-04-23 18:37:11.562	59m	58m 46s	111.5%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
373	aa/4efb52	3700135.pbsha.ib.sockeye	runMatching (372)	COMPLETED	0	2022-04-23 19:08:41.879	27m 55s	27m 43s	110.2%	1.2 GB	9 GB	5.3 GB	3.3 GB
387	d4/e2a5ca	3700202.pbsha.ib.sockeye	runMatching (386)	FAILED	3	2022-04-23 19:36:36.973	19.9s	5.7s	104.0%	129.3 MB	7.4 GB	13.2 MB	92.4 KB
218	29/d8d44a	3699970.pbsha.ib.sockeye	runMatching (217)	COMPLETED	0	2022-04-23 18:36:00.284	1h 1m 22s	1h 41s	109.0%	1.7 GB	9.1 GB	3.9 GB	1.7 GB
404	9d/e45269	3700171.pbsha.ib.sockeye	runMatching (403)	COMPLETED	0	2022-04-23 19:24:11.886	13m 40s	13m 26s	102.4%	676.4 MB	8.3 GB	2.8 GB	1.3 GB
220	4e/474c45	3699978.pbsha.ib.sockeye	runMatching (219)	COMPLETED	0	2022-04-23 18:36:00.973	1h 2m 11s	1h 1m 19s	142.9%	963.4 MB	8.6 GB	3.6 GB	2.2 GB
