task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
278	b4/f1838f	3700027.pbsha.ib.sockeye	runMatching (277)	COMPLETED	0	2022-04-23 18:36:33.172	1h 1m 59s	1h 1m 34s	110.6%	1.6 GB	9.1 GB	3.9 GB	1.7 GB
189	f9/cadf4b	3699969.pbsha.ib.sockeye	runMatching (188)	COMPLETED	0	2022-04-23 18:36:00.144	1h 2m 47s	1h 2m 18s	103.1%	964 MB	8.6 GB	3.6 GB	2.2 GB
410	43/8de46f	3700179.pbsha.ib.sockeye	runMatching (409)	COMPLETED	0	2022-04-23 19:27:11.908	11m 55s	11m 43s	118.5%	666.2 MB	8.3 GB	2.8 GB	1.4 GB
288	e8/22e2c1	3700050.pbsha.ib.sockeye	runMatching (287)	COMPLETED	0	2022-04-23 18:42:11.570	57m 10s	56m 57s	103.9%	968.9 MB	8.6 GB	3.6 GB	2.2 GB
225	21/69f97e	3699986.pbsha.ib.sockeye	runMatching (224)	COMPLETED	0	2022-04-23 18:36:01.727	1h 3m 25s	1h 2m 34s	143.1%	962.4 MB	8.6 GB	3.6 GB	2.2 GB
204	a4/88770d	3699960.pbsha.ib.sockeye	runMatching (203)	COMPLETED	0	2022-04-23 18:35:59.349	1h 3m 33s	1h 3m 5s	111.5%	1.6 GB	9.1 GB	3.9 GB	1.7 GB
196	2f/ceaf27	3699955.pbsha.ib.sockeye	runMatching (195)	COMPLETED	0	2022-04-23 18:35:58.903	1h 3m 43s	1h 3m 17s	103.0%	1.8 GB	9.2 GB	3.9 GB	1.7 GB
258	0d/b73bad	3700023.pbsha.ib.sockeye	runMatching (257)	COMPLETED	0	2022-04-23 18:36:32.686	1h 3m 19s	1h 2m 57s	110.2%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
240	52/2bbae8	3700034.pbsha.ib.sockeye	runMatching (239)	COMPLETED	0	2022-04-23 18:36:33.724	1h 3m 28s	1h 3m 9s	104.5%	957.2 MB	8.6 GB	3.6 GB	2.2 GB
419	c7/66001e	3700185.pbsha.ib.sockeye	runMatching (418)	COMPLETED	0	2022-04-23 19:30:16.924	9m 55s	9m 39s	103.9%	669 MB	8.3 GB	2.8 GB	1.4 GB
374	c5/12abac	3700136.pbsha.ib.sockeye	runMatching (373)	COMPLETED	0	2022-04-23 19:09:11.761	31m 30s	31m 18s	117.6%	1.8 GB	9.7 GB	6.1 GB	4.1 GB
197	12/ad56e7	3699963.pbsha.ib.sockeye	runMatching (196)	COMPLETED	0	2022-04-23 18:35:59.596	1h 5m 2s	1h 4m 39s	104.1%	968.2 MB	8.6 GB	3.6 GB	2.2 GB
426	04/9df303	3700197.pbsha.ib.sockeye	runMatching (425)	COMPLETED	0	2022-04-23 19:35:31.937	6m	5m 48s	113.3%	659.7 MB	8.3 GB	2.3 GB	1.1 GB
390	e8/becffd	3700199.pbsha.ib.sockeye	runMatching (389)	COMPLETED	0	2022-04-23 19:35:51.939	6m 10s	5m 58s	101.2%	666.9 MB	8.3 GB	2.3 GB	1.1 GB
384	3a/8f8fc1	3700152.pbsha.ib.sockeye	runMatching (383)	COMPLETED	0	2022-04-23 19:12:21.787	29m 45s	29m 30s	107.5%	1.2 GB	9 GB	5.3 GB	3.3 GB
210	e7/1ae54d	3699964.pbsha.ib.sockeye	runMatching (209)	COMPLETED	0	2022-04-23 18:35:59.679	1h 6m 27s	1h 6m 3s	112.5%	967.2 MB	8.6 GB	3.6 GB	2.2 GB
249	c6/dd8f49	3700001.pbsha.ib.sockeye	runMatching (248)	COMPLETED	0	2022-04-23 18:36:03.044	1h 6m 34s	1h 5m 31s	100.9%	1.8 GB	9.2 GB	3.9 GB	1.7 GB
238	42/245f0b	3700011.pbsha.ib.sockeye	runMatching (237)	COMPLETED	0	2022-04-23 18:36:04.104	1h 6m 43s	1h 5m 37s	100.9%	1.6 GB	9.1 GB	3.9 GB	1.7 GB
368	29/e728e4	3700134.pbsha.ib.sockeye	runMatching (367)	COMPLETED	0	2022-04-23 19:08:41.811	34m 25s	33m 52s	104.8%	1.9 GB	9.8 GB	6.1 GB	4.1 GB
394	c4/448790	3700166.pbsha.ib.sockeye	runMatching (393)	COMPLETED	0	2022-04-23 19:20:51.863	22m 50s	22m 33s	102.6%	948.4 MB	8.6 GB	4.5 GB	2.5 GB
406	17/51021d	3700205.pbsha.ib.sockeye	runMatching (405)	COMPLETED	0	2022-04-23 19:37:51.971	6m 25s	6m 12s	107.4%	658.8 MB	8.3 GB	2.3 GB	1.1 GB
250	56/b3d5c3	3700006.pbsha.ib.sockeye	runMatching (249)	COMPLETED	0	2022-04-23 18:36:03.487	1h 8m 18s	1h 7m 14s	131.8%	968.9 MB	8.6 GB	3.6 GB	2.2 GB
391	f5/d61d50	3700165.pbsha.ib.sockeye	runMatching (390)	COMPLETED	0	2022-04-23 19:20:26.925	24m 55s	24m 40s	103.8%	1.2 GB	9 GB	5.3 GB	3.3 GB
398	86/e2d02f	3700167.pbsha.ib.sockeye	runMatching (397)	COMPLETED	0	2022-04-23 19:21:07.069	24m 50s	24m 38s	104.8%	1.2 GB	9 GB	5.3 GB	3.3 GB
433	10/84bce9	3700210.pbsha.ib.sockeye	runMatching (432)	COMPLETED	0	2022-04-23 19:39:21.965	6m 40s	6m 26s	120.2%	655.5 MB	8.3 GB	2.3 GB	1.1 GB
229	32/fa87a9	3699991.pbsha.ib.sockeye	runMatching (228)	COMPLETED	0	2022-04-23 18:36:02.166	1h 10m 30s	1h 9m 23s	103.6%	963.2 MB	8.6 GB	3.6 GB	2.2 GB
407	d6/3fc3de	3700173.pbsha.ib.sockeye	runMatching (406)	COMPLETED	0	2022-04-23 19:24:41.905	21m 50s	21m 39s	108.1%	962.4 MB	8.6 GB	4.4 GB	2.5 GB
393	06/8ef20b	3700191.pbsha.ib.sockeye	runMatching (392)	COMPLETED	0	2022-04-23 19:32:41.935	14m	13m 45s	102.7%	671.4 MB	8.3 GB	2.8 GB	1.3 GB
270	ad/4af807	3700020.pbsha.ib.sockeye	runMatching (269)	COMPLETED	0	2022-04-23 18:36:05.064	1h 10m 47s	1h 9m 44s	131.1%	971.2 MB	8.6 GB	3.6 GB	2.2 GB
414	23/d54c09	3700180.pbsha.ib.sockeye	runMatching (413)	COMPLETED	0	2022-04-23 19:27:16.905	19m 45s	19m 34s	103.5%	954.8 MB	8.6 GB	4.4 GB	2.5 GB
259	b8/a1bbbf	3700012.pbsha.ib.sockeye	runMatching (258)	COMPLETED	0	2022-04-23 18:36:04.193	1h 11m 3s	1h 9m 55s	102.2%	968.6 MB	8.6 GB	3.6 GB	2.2 GB
354	40/030f1d	3700154.pbsha.ib.sockeye	runMatching (353)	COMPLETED	0	2022-04-23 19:13:16.818	34m 10s	34m	119.3%	1.9 GB	9.9 GB	6 GB	4.1 GB
397	cf/9980dd	3700200.pbsha.ib.sockeye	runMatching (396)	COMPLETED	0	2022-04-23 19:35:56.955	12m 5s	11m 48s	104.3%	674.2 MB	8.3 GB	2.8 GB	1.4 GB
443	f7/92b372	3700220.pbsha.ib.sockeye	runMatching (442)	COMPLETED	0	2022-04-23 19:41:32.003	6m 30s	6m 16s	116.4%	662.5 MB	8.3 GB	2.3 GB	1.1 GB
279	05/ad83ba	3700054.pbsha.ib.sockeye	runMatching (278)	COMPLETED	0	2022-04-23 18:42:41.677	1h 5m 45s	1h 5m 29s	145.3%	970.6 MB	8.6 GB	3.6 GB	2.2 GB
392	e3/7153e4	3700160.pbsha.ib.sockeye	runMatching (391)	COMPLETED	0	2022-04-23 19:17:26.852	31m	30m 44s	107.6%	1.9 GB	9.9 GB	6 GB	4.1 GB
386	00/7563b4	3700159.pbsha.ib.sockeye	runMatching (385)	COMPLETED	0	2022-04-23 19:16:17.078	32m 15s	32m 3s	103.0%	1.8 GB	9.8 GB	6 GB	4.1 GB
411	01/775ba7	3700196.pbsha.ib.sockeye	runMatching (410)	COMPLETED	0	2022-04-23 19:35:27.021	13m 10s	12m 55s	106.4%	674.1 MB	8.3 GB	2.8 GB	1.3 GB
429	fe/190a26	3700207.pbsha.ib.sockeye	runMatching (428)	COMPLETED	0	2022-04-23 19:38:31.965	10m 35s	10m 24s	105.2%	664.2 MB	8.3 GB	2.8 GB	1.4 GB
297	23/c8ffbd	3700048.pbsha.ib.sockeye	runMatching (296)	COMPLETED	0	2022-04-23 18:41:51.773	1h 8m 25s	1h 8m 7s	102.3%	962.2 MB	8.6 GB	3.6 GB	2.2 GB
437	02/307689	3700213.pbsha.ib.sockeye	runMatching (436)	COMPLETED	0	2022-04-23 19:39:41.961	10m 40s	10m 22s	106.4%	662.4 MB	8.3 GB	2.8 GB	1.4 GB
420	72/56a468	3700203.pbsha.ib.sockeye	runMatching (419)	COMPLETED	0	2022-04-23 19:36:56.987	14m 10s	13m 55s	110.8%	666.2 MB	8.3 GB	2.8 GB	1.3 GB
305	56/08e250	3700073.pbsha.ib.sockeye	runMatching (304)	COMPLETED	0	2022-04-23 18:48:46.778	1h 3m	1h 2m 43s	111.8%	1.8 GB	9.2 GB	3.9 GB	1.7 GB
430	8c/ca4968	3700208.pbsha.ib.sockeye	runMatching (429)	COMPLETED	0	2022-04-23 19:38:46.965	13m 35s	13m 22s	115.8%	669.9 MB	8.3 GB	2.8 GB	1.3 GB
408	99/cd916e	3700176.pbsha.ib.sockeye	runMatching (407)	COMPLETED	0	2022-04-23 19:25:36.898	27m 15s	27m	113.7%	1.2 GB	8.9 GB	5.3 GB	3.3 GB
314	db/ce0bf5	3700072.pbsha.ib.sockeye	runMatching (313)	COMPLETED	0	2022-04-23 18:48:46.701	1h 4m 15s	1h 3m 57s	105.3%	1.6 GB	9.1 GB	3.9 GB	1.7 GB
306	4f/6715a7	3700084.pbsha.ib.sockeye	runMatching (305)	COMPLETED	0	2022-04-23 18:50:21.650	1h 4m 20s	1h 4m 9s	105.1%	964.7 MB	8.6 GB	3.6 GB	2.2 GB
441	31/46d448	3700224.pbsha.ib.sockeye	runMatching (440)	COMPLETED	0	2022-04-23 19:42:39.322	12m 48s	12m 33s	116.5%	671 MB	8.3 GB	2.8 GB	1.3 GB
323	2d/c8a515	3700091.pbsha.ib.sockeye	runMatching (322)	COMPLETED	0	2022-04-23 18:51:31.723	1h 4m 20s	1h 4m 1s	105.2%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
450	f5/cfe78e	3700223.pbsha.ib.sockeye	runMatching (449)	COMPLETED	0	2022-04-23 19:42:39.154	13m 23s	13m 9s	110.8%	664.1 MB	8.3 GB	2.8 GB	1.3 GB
446	dc/a207dd	3700231.pbsha.ib.sockeye	runMatching (445)	COMPLETED	0	2022-04-23 19:45:22.022	11m 25s	11m 7s	107.8%	659.8 MB	8.3 GB	2.8 GB	1.4 GB
315	11/546d3f	3700074.pbsha.ib.sockeye	runMatching (314)	COMPLETED	0	2022-04-23 18:48:56.633	1h 8m	1h 7m 48s	102.9%	974.9 MB	8.6 GB	3.6 GB	2.2 GB
401	89/2bf969	3700170.pbsha.ib.sockeye	runMatching (400)	COMPLETED	0	2022-04-23 19:23:41.902	33m 20s	33m 5s	119.4%	2 GB	9.9 GB	6 GB	4.1 GB
324	a6/81e5b0	3700079.pbsha.ib.sockeye	runMatching (323)	COMPLETED	0	2022-04-23 18:49:51.628	1h 7m 16s	1h 7m	102.6%	971.4 MB	8.6 GB	3.6 GB	2.2 GB
349	cf/4c9db0	3700130.pbsha.ib.sockeye	runMatching (348)	COMPLETED	0	2022-04-23 19:06:06.963	52m 25s	52m 15s	114.1%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
409	75/668d5a	3700175.pbsha.ib.sockeye	runMatching (408)	COMPLETED	0	2022-04-23 19:25:16.894	33m 15s	33m	103.3%	2 GB	9.9 GB	6.1 GB	4.1 GB
431	28/2d60b7	3700211.pbsha.ib.sockeye	runMatching (430)	COMPLETED	0	2022-04-23 19:39:26.957	19m 5s	18m 51s	107.5%	954.5 MB	8.6 GB	4.4 GB	2.5 GB
331	cb/df314e	3700110.pbsha.ib.sockeye	runMatching (330)	COMPLETED	0	2022-04-23 19:00:21.706	58m 30s	58m 17s	113.1%	1.7 GB	9.1 GB	3.9 GB	1.7 GB
333	43/0abd3f	3700092.pbsha.ib.sockeye	runMatching (332)	COMPLETED	0	2022-04-23 18:51:31.797	1h 8m 35s	1h 8m 23s	110.9%	966.6 MB	8.6 GB	3.6 GB	2.2 GB
340	c9/2c14b9	3700104.pbsha.ib.sockeye	runMatching (339)	COMPLETED	0	2022-04-23 18:57:06.876	1h 3m 45s	1h 3m 31s	109.8%	1.7 GB	9.1 GB	3.9 GB	1.7 GB
447	04/f63f2f	3700219.pbsha.ib.sockeye	runMatching (446)	COMPLETED	0	2022-04-23 19:41:01.975	19m 55s	19m 42s	112.3%	955.4 MB	8.6 GB	4.4 GB	2.5 GB
418	9e/fad695	3700183.pbsha.ib.sockeye	runMatching (417)	COMPLETED	0	2022-04-23 19:29:21.920	32m 20s	32m 7s	103.1%	1.8 GB	9.7 GB	6.1 GB	4.1 GB
427	be/a1009b	3700198.pbsha.ib.sockeye	runMatching (426)	COMPLETED	0	2022-04-23 19:35:32.021	26m 20s	26m 6s	107.0%	1.2 GB	9 GB	5.3 GB	3.3 GB
417	0a/c8602a	3700206.pbsha.ib.sockeye	runMatching (416)	COMPLETED	0	2022-04-23 19:38:11.961	27m 30s	27m 21s	110.2%	1.2 GB	9 GB	5.2 GB	3.3 GB
453	d7/796cec	3700229.pbsha.ib.sockeye	runMatching (452)	COMPLETED	0	2022-04-23 19:44:21.987	21m 30s	21m 14s	111.2%	950.5 MB	8.6 GB	4.5 GB	2.5 GB
434	ce/eb7e2e	3700221.pbsha.ib.sockeye	runMatching (433)	COMPLETED	0	2022-04-23 19:42:02.008	24m 40s	24m 29s	112.6%	1.2 GB	9 GB	5.2 GB	3.3 GB
360	9e/4164df	3700119.pbsha.ib.sockeye	runMatching (359)	COMPLETED	0	2022-04-23 19:03:36.906	1h 3m 20s	1h 3m 12s	103.7%	950.1 MB	8.6 GB	3.6 GB	2.2 GB
357	bd/c7b4ae	3700137.pbsha.ib.sockeye	runMatching (356)	COMPLETED	0	2022-04-23 19:09:16.761	58m	57m 49s	121.6%	1.8 GB	9.2 GB	3.9 GB	1.7 GB
428	e0/f7fb8a	3700193.pbsha.ib.sockeye	runMatching (427)	COMPLETED	0	2022-04-23 19:34:56.989	33m 15s	33m 4s	102.4%	2 GB	9.9 GB	6.1 GB	4.1 GB
445	83/61684e	3700222.pbsha.ib.sockeye	runMatching (444)	COMPLETED	0	2022-04-23 19:42:38.970	26m 23s	26m 7s	107.5%	1.2 GB	9 GB	5.3 GB	3.2 GB
435	a1/859aac	3700209.pbsha.ib.sockeye	runMatching (434)	COMPLETED	0	2022-04-23 19:39:07.191	31m 40s	31m 25s	109.1%	1.8 GB	9.7 GB	6.1 GB	4.1 GB
367	d9/06ce56	3700140.pbsha.ib.sockeye	runMatching (366)	COMPLETED	0	2022-04-23 19:09:51.846	1h 1m 50s	1h 1m 37s	112.6%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
377	ce/d0206d	3700143.pbsha.ib.sockeye	runMatching (376)	COMPLETED	0	2022-04-23 19:10:36.797	1h 1m 15s	1h 1m 6s	108.7%	1.7 GB	9.1 GB	3.8 GB	1.7 GB
444	a0/7cc62c	3700228.pbsha.ib.sockeye	runMatching (443)	COMPLETED	0	2022-04-23 19:44:17.003	29m 30s	29m 19s	105.4%	1.8 GB	9.8 GB	6 GB	4.1 GB
378	d0/3cdbb0	3700153.pbsha.ib.sockeye	runMatching (377)	COMPLETED	0	2022-04-23 19:12:46.807	1h 2m 25s	1h 2m 9s	107.2%	964.4 MB	8.6 GB	3.6 GB	2.2 GB
356	dd/9b241b	3700145.pbsha.ib.sockeye	runMatching (355)	COMPLETED	0	2022-04-23 19:11:26.795	1h 4m 35s	1h 4m 23s	107.4%	977.3 MB	8.6 GB	3.6 GB	2.2 GB
369	0c/15baa5	3700151.pbsha.ib.sockeye	runMatching (368)	COMPLETED	0	2022-04-23 19:12:11.784	1h 4m 20s	1h 4m 9s	113.3%	960.5 MB	8.6 GB	3.6 GB	2.2 GB
399	8a/881b76	3700169.pbsha.ib.sockeye	runMatching (398)	COMPLETED	0	2022-04-23 19:21:31.861	1h 10s	59m 56s	102.6%	1.7 GB	9.1 GB	3.9 GB	1.7 GB
413	ef/8fa218	3700177.pbsha.ib.sockeye	runMatching (412)	COMPLETED	0	2022-04-23 19:25:51.895	58m 20s	58m 10s	103.7%	969.1 MB	8.6 GB	3.6 GB	2.2 GB
422	3b/a4ed7d	3700188.pbsha.ib.sockeye	runMatching (421)	COMPLETED	0	2022-04-23 19:31:11.919	56m 15s	56m 3s	102.6%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
412	41/67d4a0	3700178.pbsha.ib.sockeye	runMatching (411)	COMPLETED	0	2022-04-23 19:26:47.109	1h 1m 20s	1h 1m 7s	110.6%	1.8 GB	9.3 GB	3.9 GB	1.7 GB
385	a6/9060b1	3700190.pbsha.ib.sockeye	runMatching (384)	COMPLETED	0	2022-04-23 19:32:02.183	56m 5s	55m 49s	121.1%	979.7 MB	8.6 GB	3.6 GB	2.2 GB
400	c9/dcdd6a	3700172.pbsha.ib.sockeye	runMatching (399)	COMPLETED	0	2022-04-23 19:24:26.901	1h 5m 15s	1h 5m 2s	113.8%	966.4 MB	8.6 GB	3.6 GB	2.2 GB
423	0a/e68c19	3700189.pbsha.ib.sockeye	runMatching (422)	COMPLETED	0	2022-04-23 19:31:21.942	58m 20s	58m 9s	104.3%	963.5 MB	8.6 GB	3.6 GB	2.2 GB
389	c6/9f97f9	3700195.pbsha.ib.sockeye	runMatching (388)	COMPLETED	0	2022-04-23 19:35:26.948	54m 45s	54m 32s	103.1%	1.7 GB	9.1 GB	3.9 GB	1.7 GB
403	90/d0a2ba	3700192.pbsha.ib.sockeye	runMatching (402)	COMPLETED	0	2022-04-23 19:33:07.142	58m 35s	58m 23s	115.0%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
421	71/5d1b82	3700186.pbsha.ib.sockeye	runMatching (420)	COMPLETED	0	2022-04-23 19:30:26.920	1h 1m 40s	1h 1m 23s	111.0%	964 MB	8.6 GB	3.6 GB	2.2 GB
439	77/aa5589	3700218.pbsha.ib.sockeye	runMatching (438)	COMPLETED	0	2022-04-23 19:40:41.990	55m 25s	55m 13s	105.4%	1.7 GB	9.2 GB	3.8 GB	1.7 GB
436	99/d8271c	3700212.pbsha.ib.sockeye	runMatching (435)	COMPLETED	0	2022-04-23 19:39:31.990	57m 15s	57m	111.0%	1.8 GB	9.2 GB	3.9 GB	1.7 GB
451	df/d7543f	3700227.pbsha.ib.sockeye	runMatching (450)	COMPLETED	0	2022-04-23 19:43:41.989	58m 45s	58m 31s	110.9%	1.7 GB	9.2 GB	3.9 GB	1.7 GB
432	c1/0d7f05	3700215.pbsha.ib.sockeye	runMatching (431)	COMPLETED	0	2022-04-23 19:40:01.985	1h 2m 55s	1h 2m 43s	108.7%	956.1 MB	8.6 GB	3.6 GB	2.2 GB
442	ce/886355	3700225.pbsha.ib.sockeye	runMatching (441)	COMPLETED	0	2022-04-23 19:42:46.988	1h 45s	1h 33s	111.3%	968.1 MB	8.6 GB	3.6 GB	2.2 GB
448	b0/28b3ab	3700226.pbsha.ib.sockeye	runMatching (447)	COMPLETED	0	2022-04-23 19:43:07.220	1h 55s	1h 40s	107.4%	971.2 MB	8.6 GB	3.6 GB	2.2 GB
191	68/61a622	3699949.pbsha.ib.sockeye	runMatching (190)	COMPLETED	0	2022-04-23 18:35:58.042	2h 24m 39s	2h 24m 13s	102.6%	666.4 MB	8.3 GB	2.4 GB	1.1 GB
182	de/b9705a	3699946.pbsha.ib.sockeye	runMatching (181)	COMPLETED	0	2022-04-23 18:35:57.810	2h 26m 40s	2h 26m 15s	102.5%	662.1 MB	8.3 GB	2.4 GB	1.1 GB
227	e5/cd3706	3699983.pbsha.ib.sockeye	runMatching (226)	COMPLETED	0	2022-04-23 18:36:01.399	2h 28m 51s	2h 28m 3s	131.4%	667.8 MB	8.3 GB	2.4 GB	1.1 GB
299	84/6cbb44	3700065.pbsha.ib.sockeye	runMatching (298)	COMPLETED	0	2022-04-23 18:47:16.825	2h 20m 46s	2h 20m 34s	116.3%	657.5 MB	8.3 GB	2.4 GB	1.1 GB
221	fe/01692d	3699984.pbsha.ib.sockeye	runMatching (220)	COMPLETED	0	2022-04-23 18:36:01.483	2h 33m 1s	2h 32m 6s	116.2%	661.4 MB	8.3 GB	2.4 GB	1.1 GB
200	c1/78ab7e	3699956.pbsha.ib.sockeye	runMatching (199)	COMPLETED	0	2022-04-23 18:35:59.007	2h 34m 43s	2h 34m 18s	115.1%	653.7 MB	8.3 GB	2.4 GB	1.1 GB
272	23/78ddb6	3700042.pbsha.ib.sockeye	runMatching (271)	COMPLETED	0	2022-04-23 18:36:36.529	2h 34m 51s	2h 34m 41s	126.8%	658.2 MB	8.3 GB	2.4 GB	1.1 GB
239	65/b8e164	3700035.pbsha.ib.sockeye	runMatching (238)	COMPLETED	0	2022-04-23 18:36:33.797	2h 35m 44s	2h 35m 23s	107.7%	660.1 MB	8.3 GB	2.4 GB	1.1 GB
290	e9/3f580d	3700058.pbsha.ib.sockeye	runMatching (289)	COMPLETED	0	2022-04-23 18:43:11.669	2h 31m 26s	2h 31m 9s	168.3%	659 MB	8.3 GB	2.4 GB	1.1 GB
261	45/2c8097	3700021.pbsha.ib.sockeye	runMatching (260)	COMPLETED	0	2022-04-23 18:36:05.202	2h 38m 52s	2h 38m 1s	110.2%	661.2 MB	8.3 GB	2.4 GB	1.1 GB
281	74/906e49	3700031.pbsha.ib.sockeye	runMatching (280)	COMPLETED	0	2022-04-23 18:36:33.494	2h 39m 19s	2h 38m 58s	102.8%	656.3 MB	8.3 GB	2.4 GB	1.1 GB
207	3e/f291a3	3699962.pbsha.ib.sockeye	runMatching (206)	COMPLETED	0	2022-04-23 18:35:59.521	2h 41m 38s	2h 41m 13s	127.9%	660.5 MB	8.3 GB	2.4 GB	1.1 GB
252	44/91d1ec	3700007.pbsha.ib.sockeye	runMatching (251)	COMPLETED	0	2022-04-23 18:36:03.650	2h 42m 44s	2h 41m 40s	123.8%	655.8 MB	8.3 GB	2.4 GB	1.1 GB
242	84/d9c153	3700008.pbsha.ib.sockeye	runMatching (241)	COMPLETED	0	2022-04-23 18:36:03.743	2h 43m 24s	2h 42m 20s	131.1%	666.2 MB	8.3 GB	2.4 GB	1.1 GB
308	a3/714321	3700063.pbsha.ib.sockeye	runMatching (307)	COMPLETED	0	2022-04-23 18:46:11.641	2h 36m 21s	2h 36m 6s	105.2%	653.9 MB	8.3 GB	2.5 GB	1.1 GB
343	6b/bf5e93	3700115.pbsha.ib.sockeye	runMatching (342)	COMPLETED	0	2022-04-23 19:01:46.718	2h 23m 26s	2h 23m 16s	103.0%	652.7 MB	8.3 GB	2.4 GB	1.1 GB
335	7e/1ff020	3700102.pbsha.ib.sockeye	runMatching (334)	COMPLETED	0	2022-04-23 18:56:26.691	2h 28m 51s	2h 28m 34s	102.6%	672.4 MB	8.3 GB	2.5 GB	1.1 GB
326	06/aa9c71	3700087.pbsha.ib.sockeye	runMatching (325)	COMPLETED	0	2022-04-23 18:51:01.644	2h 35m 46s	2h 35m 32s	113.1%	656.4 MB	8.3 GB	2.4 GB	1.1 GB
361	75/8fcc6b	3700124.pbsha.ib.sockeye	runMatching (360)	COMPLETED	0	2022-04-23 19:04:58.588	2h 22m 49s	2h 22m 34s	107.0%	673.9 MB	8.3 GB	2.4 GB	1.1 GB
317	0c/b3d3e1	3700075.pbsha.ib.sockeye	runMatching (316)	COMPLETED	0	2022-04-23 18:48:56.707	2h 41m 11s	2h 40m 59s	110.3%	660.4 MB	8.3 GB	2.4 GB	1.1 GB
370	ea/4d9f1c	3700132.pbsha.ib.sockeye	runMatching (369)	COMPLETED	0	2022-04-23 19:06:56.770	2h 23m 51s	2h 23m 40s	120.9%	648.5 MB	8.3 GB	2.4 GB	1.1 GB
380	87/6e6713	3700148.pbsha.ib.sockeye	runMatching (379)	COMPLETED	0	2022-04-23 19:11:51.796	2h 19m 6s	2h 18m 52s	120.4%	660.6 MB	8.3 GB	2.5 GB	1.1 GB
352	09/8915d2	3700120.pbsha.ib.sockeye	runMatching (351)	COMPLETED	0	2022-04-23 19:03:41.724	2h 28m 31s	2h 28m 17s	105.2%	668.5 MB	8.3 GB	2.4 GB	1.1 GB
388	e6/5770c0	3700155.pbsha.ib.sockeye	runMatching (387)	COMPLETED	0	2022-04-23 19:13:41.799	2h 24m 51s	2h 24m 37s	114.2%	662 MB	8.3 GB	2.4 GB	1.1 GB
395	02/fdd6ce	3700162.pbsha.ib.sockeye	runMatching (394)	COMPLETED	0	2022-04-23 19:19:01.873	2h 27m 46s	2h 27m 34s	103.3%	653.2 MB	8.3 GB	2.4 GB	1.1 GB
415	75/40e5d3	3700181.pbsha.ib.sockeye	runMatching (414)	COMPLETED	0	2022-04-23 19:27:17.001	2h 23m 51s	2h 23m 42s	113.1%	668.7 MB	8.3 GB	2.4 GB	1.1 GB
440	e8/fbcacb	3700217.pbsha.ib.sockeye	runMatching (439)	COMPLETED	0	2022-04-23 19:40:11.979	2h 17m 6s	2h 16m 54s	111.3%	667.5 MB	8.3 GB	2.4 GB	1.1 GB
405	ec/37de32	3700204.pbsha.ib.sockeye	runMatching (404)	COMPLETED	0	2022-04-23 19:37:22.171	2h 22m 6s	2h 21m 54s	114.9%	655.7 MB	8.3 GB	2.4 GB	1.1 GB
438	09/520e33	3700214.pbsha.ib.sockeye	runMatching (437)	COMPLETED	0	2022-04-23 19:39:51.964	2h 19m 51s	2h 19m 38s	106.3%	660.2 MB	8.3 GB	2.4 GB	1.1 GB
425	20/e53b12	3700201.pbsha.ib.sockeye	runMatching (424)	COMPLETED	0	2022-04-23 19:36:11.976	2h 28m 36s	2h 28m 22s	102.1%	651.7 MB	8.3 GB	2.4 GB	1.1 GB
542	44/a4387a	3700308.pbsha.ib.sockeye	aggregate	COMPLETED	0	2022-04-23 22:04:48.682	3m 54s	3m 43s	75.5%	122 MB	4.4 GB	1.2 GB	589.8 MB
543	de/a2d27b	3700312.pbsha.ib.sockeye	computeKS	COMPLETED	0	2022-04-23 22:08:42.932	44m 55s	44m 42s	99.0%	11.9 GB	12.1 GB	608.6 MB	28 MB
544	c7/bbe608	3700371.pbsha.ib.sockeye	plot	COMPLETED	0	2022-04-23 22:53:37.829	29.8s	16.6s	98.7%	487.9 MB	884.4 MB	36.3 MB	2.4 MB
