isAdapt,round,chain,value
true,0,0,0.10959222200987472
true,0,1,0.34915380313362177
true,0,2,0.16124081253754421
true,0,3,1.0
true,0,4,1.0
true,0,5,1.0
true,0,6,0.35594102877290534
true,0,7,1.0
true,0,8,1.0
true,0,9,0.9764489605470931
true,0,10,1.0
true,0,11,1.0
true,0,12,1.0
true,0,13,1.0
true,0,14,1.0
true,0,15,1.0
true,0,16,0.006973661091731186
true,0,17,1.0
true,0,18,0.3765874776491271
true,0,19,0.02689569840825385
true,0,20,0.15953276245005368
true,0,21,1.0
true,0,22,0.23678291108120125
true,0,23,0.6608570832522157
true,0,24,1.0
true,0,25,1.0
true,0,26,0.026460735435160303
true,0,27,0.6030893025925528
true,0,28,1.0
true,0,29,0.37251794765729973
true,0,30,0.04807299277866644
true,0,31,1.0
true,0,32,0.023863697464724113
true,0,33,0.33666562839600633
true,0,34,1.0
true,0,35,1.0
true,0,36,0.0541135865580469
true,0,37,1.0
true,0,38,0.07800054537635055
true,0,39,1.0
true,0,40,1.0
true,0,41,1.0
true,0,42,1.0
true,0,43,1.0
true,0,44,1.0
true,0,45,1.0
true,0,46,4.0781785704850784E-4
true,0,47,0.9629151294233035
true,0,48,1.0
true,0,49,1.0
true,0,50,0.005653496615675434
true,0,51,0.6189158993763222
true,0,52,0.1572867263037051
true,0,53,1.0
true,0,54,1.0
true,0,55,1.0
true,0,56,1.0
true,0,57,1.0
true,0,58,1.5697424064351197E-4
true,0,59,1.0
true,0,60,1.0
true,0,61,1.0
true,0,62,1.0
true,0,63,1.0
true,0,64,1.0
true,0,65,1.0
true,0,66,1.0
true,0,67,0.4344976438683898
true,0,68,1.0
true,0,69,1.0
true,0,70,1.0
true,0,71,1.0
true,0,72,0.05173994026745718
true,0,73,0.6951587689322035
true,0,74,1.0
true,0,75,0.11286886120827735
true,0,76,0.022405499873262815
true,0,77,0.13439672142380374
true,0,78,1.0
true,0,79,1.0
true,0,80,9.878725901478966E-4
true,0,81,1.0
true,0,82,0.0036055438853325504
true,0,83,0.0010029134101697604
true,0,84,1.0
true,0,85,1.0
true,0,86,0.03783031115479526
true,0,87,1.0
true,0,88,0.010334947012001392
true,0,89,1.0
true,0,90,1.0
true,0,91,1.0
true,0,92,1.1680333896951388E-7
true,0,93,1.0
true,0,94,1.0
true,0,95,1.0
true,0,96,0.06392668810237158
true,0,97,1.0
true,0,98,2.134400935317414E-5
true,0,99,0.7897843707300313
true,0,100,1.0
true,0,101,1.0
true,0,102,0.05290174943938565
true,0,103,1.0
true,0,104,1.7320244781620496E-6
true,0,105,0.13382180772874047
true,0,106,0.6936945535647436
true,0,107,2.1498863098383625E-4
true,0,108,1.0
true,0,109,0.326625802124479
true,0,110,1.0
true,0,111,1.0
true,0,112,1.0
true,0,113,6.317719200058665E-5
true,0,114,1.0
true,0,115,3.316115971732071E-11
true,0,116,1.0
true,0,117,1.0
true,0,118,6.346940389075942E-11
true,0,119,1.4883222902617263E-14
true,0,120,8.993206999235652E-8
true,0,121,1.0
true,0,122,1.285026039292162E-7
