isAdapt,round,chain,value
true,0,0,1.0
true,0,1,0.9932885906040269
true,0,2,0.9865771812080537
true,0,3,0.9798657718120806
true,0,4,0.9731543624161074
true,0,5,0.9664429530201343
true,0,6,0.959731543624161
true,0,7,0.9530201342281879
true,0,8,0.9463087248322147
true,0,9,0.9395973154362416
true,0,10,0.9328859060402684
true,0,11,0.9261744966442953
true,0,12,0.9194630872483222
true,0,13,0.912751677852349
true,0,14,0.9060402684563759
true,0,15,0.8993288590604027
true,0,16,0.8926174496644296
true,0,17,0.8859060402684564
true,0,18,0.8791946308724832
true,0,19,0.87248322147651
true,0,20,0.8657718120805369
true,0,21,0.8590604026845637
true,0,22,0.8523489932885906
true,0,23,0.8456375838926175
true,0,24,0.8389261744966443
true,0,25,0.8322147651006712
true,0,26,0.825503355704698
true,0,27,0.8187919463087249
true,0,28,0.8120805369127517
true,0,29,0.8053691275167785
true,0,30,0.7986577181208053
true,0,31,0.7919463087248322
true,0,32,0.785234899328859
true,0,33,0.7785234899328859
true,0,34,0.7718120805369127
true,0,35,0.7651006711409396
true,0,36,0.7583892617449665
true,0,37,0.7516778523489933
true,0,38,0.7449664429530202
true,0,39,0.738255033557047
true,0,40,0.7315436241610739
true,0,41,0.7248322147651006
true,0,42,0.7181208053691275
true,0,43,0.7114093959731543
true,0,44,0.7046979865771812
true,0,45,0.697986577181208
true,0,46,0.6912751677852349
true,0,47,0.6845637583892618
true,0,48,0.6778523489932886
true,0,49,0.6711409395973155
true,0,50,0.6644295302013423
true,0,51,0.6577181208053692
true,0,52,0.6510067114093959
true,0,53,0.6442953020134228
true,0,54,0.6375838926174496
true,0,55,0.6308724832214765
true,0,56,0.6241610738255033
true,0,57,0.6174496644295302
true,0,58,0.610738255033557
true,0,59,0.6040268456375839
true,0,60,0.5973154362416108
true,0,61,0.5906040268456376
true,0,62,0.5838926174496645
true,0,63,0.5771812080536913
true,0,64,0.5704697986577181
true,0,65,0.5637583892617449
true,0,66,0.5570469798657718
true,0,67,0.5503355704697986
true,0,68,0.5436241610738255
true,0,69,0.5369127516778524
true,0,70,0.5302013422818792
true,0,71,0.5234899328859061
true,0,72,0.5167785234899329
true,0,73,0.5100671140939598
true,0,74,0.5033557046979866
true,0,75,0.4966442953020134
true,0,76,0.4899328859060403
true,0,77,0.48322147651006714
true,0,78,0.47651006711409394
true,0,79,0.4697986577181208
true,0,80,0.46308724832214765
true,0,81,0.4563758389261745
true,0,82,0.44966442953020136
true,0,83,0.4429530201342282
true,0,84,0.436241610738255
true,0,85,0.42953020134228187
true,0,86,0.4228187919463087
true,0,87,0.4161073825503356
true,0,88,0.40939597315436244
true,0,89,0.40268456375838924
true,0,90,0.3959731543624161
true,0,91,0.38926174496644295
true,0,92,0.3825503355704698
true,0,93,0.37583892617449666
true,0,94,0.3691275167785235
true,0,95,0.3624161073825503
