round,value
0,54.35746880485595
1,26.06388673015376
2,38.007490439177495
3,52.71387825977682
4,56.209357583001626
5,55.73884986538928
6,20.213062076035655
7,32.69648618409987
8,22.020807529672332
9,24.894168002108543
10,27.36516175643134
11,25.222241761981234
12,34.390626932522274
13,41.902044992225
14,51.27618592439278
15,51.12810736823932
16,48.12701989297818
17,26.505613947630263
18,6.847314497869012
19,6.53040975567367
20,6.52968218704909
