"","model","chain","nChains","objectiveType","antithetics","dim","essn","mean","sd","snr"
"5192","ConjugateNormal",1,4,"ApproxRejection","MCMC",0,1,-0.236457827704035,0.0523908917369044,4.51333848050296
"5193","ConjugateNormal",1,4,"ApproxRejection","OFF",-1,0.5,0.248286029869268,0.0634247266261768,3.91465668165443
"5194","ConjugateNormal",1,4,"ApproxRejection","OFF",-1,1,0.248286029869268,0.0634247266261768,3.91465668165443
"5195","ConjugateNormal",1,4,"ApproxRejection","OFF",0,0.5,-0.232644610998729,0.0720395255132629,3.22940232242226
"5196","ConjugateNormal",1,4,"ApproxRejection","OFF",0,1,-0.232644610998729,0.0720395255132629,3.22940232242226
"5197","ConjugateNormal",1,4,"Rejection","IS",-1,0.5,0.237747005642967,0.0279325456274465,8.51146933809559
"5198","ConjugateNormal",1,4,"Rejection","IS",-1,1,0.244449865480447,0.0386894013846971,6.31826434970728
"5199","ConjugateNormal",1,4,"Rejection","IS",0,0.5,-0.180226007227125,0.0337712577966633,5.33666848632839
"5200","ConjugateNormal",1,4,"Rejection","IS",0,1,-0.219980460910444,0.0599793258701304,3.6676047574585
"5201","ConjugateNormal",1,4,"Rejection","MCMC",-1,0.5,0.24793690641287,0.0531513646458502,4.66473265672262
"5202","ConjugateNormal",1,4,"Rejection","MCMC",-1,1,0.24793690641287,0.0531513646458502,4.66473265672262
"5203","ConjugateNormal",1,4,"Rejection","MCMC",0,0.5,-0.229353955024943,0.121671288484145,1.88502939257383
"5204","ConjugateNormal",1,4,"Rejection","MCMC",0,1,-0.229353955024943,0.121671288484145,1.88502939257383
"5205","ConjugateNormal",1,4,"Rejection","OFF",-1,0.5,0.248286029869268,0.0634247266261768,3.91465668165443
"5206","ConjugateNormal",1,4,"Rejection","OFF",-1,1,0.248286029869268,0.0634247266261768,3.91465668165443
"5207","ConjugateNormal",1,4,"Rejection","OFF",0,0.5,-0.225700968152181,0.189848552128564,1.18884745562525
"5208","ConjugateNormal",1,4,"Rejection","OFF",0,1,-0.225700968152181,0.189848552128564,1.18884745562525
"5209","ConjugateNormal",1,4,"SKL","IS",-1,0.5,0.191120561076858,0.0447551191374613,4.2703620224951
"5210","ConjugateNormal",1,4,"SKL","IS",-1,1,0.206365956988218,0.066952686062484,3.08226553891543
"5211","ConjugateNormal",1,4,"SKL","IS",0,0.5,-0.343391640160494,0.082453469816144,4.16467179520999
"5212","ConjugateNormal",1,4,"SKL","IS",0,1,-0.400271933235808,0.159100425449201,2.51584451836434
"5213","ConjugateNormal",1,4,"SKL","MCMC",-1,0.5,0.203282576927531,0.123981440911356,1.63962102257606
"5214","ConjugateNormal",1,4,"SKL","MCMC",-1,1,0.203282576927531,0.123981440911356,1.63962102257606
"5215","ConjugateNormal",1,4,"SKL","MCMC",0,0.5,-0.407000665713095,0.214879693645961,1.89408621544145
"5216","ConjugateNormal",1,4,"SKL","MCMC",0,1,-0.407000665713095,0.214879693645961,1.89408621544145
"5217","ConjugateNormal",1,4,"SKL","OFF",-1,0.5,0.197848015445092,0.162180409374407,1.21992549043542
"5218","ConjugateNormal",1,4,"SKL","OFF",-1,1,0.197848015445092,0.162180409374407,1.21992549043542
"5219","ConjugateNormal",1,4,"SKL","OFF",0,0.5,-0.390740544072847,0.250168262124378,1.56191093448369
"5220","ConjugateNormal",1,4,"SKL","OFF",0,1,-0.390740544072847,0.250168262124378,1.56191093448369
"5221","ConjugateNormal",1,8,"ApproxRejection","IS",-1,0.5,0.110119189071294,0.0129357081024292,8.51280719998734
"5222","ConjugateNormal",1,8,"ApproxRejection","IS",-1,1,0.109762489201305,0.0159157365579659,6.89647562345263
"5223","ConjugateNormal",1,8,"ApproxRejection","IS",0,0.5,-0.108926401347643,0.0128748808223186,8.46038133097272
"5224","ConjugateNormal",1,8,"ApproxRejection","IS",0,1,-0.109612425455715,0.016015470235972,6.8441590437674
"5225","ConjugateNormal",1,8,"ApproxRejection","MCMC",-1,0.5,0.111390114574999,0.0208831615708897,5.33396795293069
"5226","ConjugateNormal",1,8,"ApproxRejection","MCMC",-1,1,0.111390114574999,0.0208831615708897,5.33396795293069
"5227","ConjugateNormal",1,8,"ApproxRejection","MCMC",0,0.5,-0.109820037343224,0.0160229129125417,6.85393710511055
"5228","ConjugateNormal",1,8,"ApproxRejection","MCMC",0,1,-0.109820037343224,0.0160229129125417,6.85393710511055
"5229","ConjugateNormal",1,8,"ApproxRejection","OFF",-1,0.5,0.112167771910532,0.0304059582271458,3.68900631490017
"5230","ConjugateNormal",1,8,"ApproxRejection","OFF",-1,1,0.112167771910532,0.0304059582271458,3.68900631490017
"5231","ConjugateNormal",1,8,"ApproxRejection","OFF",0,0.5,-0.104113410112751,0.036104937410237,2.8836335853398
"5232","ConjugateNormal",1,8,"ApproxRejection","OFF",0,1,-0.104113410112751,0.036104937410237,2.8836335853398
"5233","ConjugateNormal",1,8,"Rejection","IS",-1,0.5,0.110119189071294,0.0129357081024292,8.51280719998734
"5234","ConjugateNormal",1,8,"Rejection","IS",-1,1,0.109762489201305,0.0159157365579658,6.89647562345263
"5235","ConjugateNormal",1,8,"Rejection","IS",0,0.5,-0.107003644152584,0.0142054390599796,7.53258267490241
"5236","ConjugateNormal",1,8,"Rejection","IS",0,1,-0.109462076678353,0.0176997770234192,6.18437602538833
"5237","ConjugateNormal",1,8,"Rejection","MCMC",-1,0.5,0.111390114574999,0.0208831615708897,5.33396795293069
"5238","ConjugateNormal",1,8,"Rejection","MCMC",-1,1,0.111390114574999,0.0208831615708897,5.33396795293069
"5239","ConjugateNormal",1,8,"Rejection","MCMC",0,0.5,-0.111930615592348,0.038947446038109,2.87388845684071
"5240","ConjugateNormal",1,8,"Rejection","MCMC",0,1,-0.111930615592348,0.038947446038109,2.87388845684071
"5241","ConjugateNormal",1,8,"Rejection","OFF",-1,0.5,0.112167771910532,0.0304059582271458,3.68900631490017
"5242","ConjugateNormal",1,8,"Rejection","OFF",-1,1,0.112167771910532,0.0304059582271458,3.68900631490017
"5243","ConjugateNormal",1,8,"Rejection","OFF",0,0.5,-0.0998226444687916,0.10218629696891,0.976869183342289
"5244","ConjugateNormal",1,8,"Rejection","OFF",0,1,-0.0998226444687916,0.10218629696891,0.976869183342288
"5245","ConjugateNormal",1,8,"SKL","IS",-1,0.5,0.0394785311409529,0.00980412515607192,4.02672655769831
"5246","ConjugateNormal",1,8,"SKL","IS",-1,1,0.0394550100703545,0.0123369402333629,3.19811957616978
"5247","ConjugateNormal",1,8,"SKL","IS",0,0.5,-0.0790520194428284,0.0213602368549123,3.70089620165651
"5248","ConjugateNormal",1,8,"SKL","IS",0,1,-0.0794458885797653,0.0258297566546924,3.07575056326877
"5249","ConjugateNormal",1,8,"SKL","MCMC",-1,0.5,0.0419899687860694,0.0327744248610405,1.28118095021047
"5250","ConjugateNormal",1,8,"SKL","MCMC",-1,1,0.0419899687860694,0.0327744248610405,1.28118095021047
"5251","ConjugateNormal",1,8,"SKL","MCMC",0,0.5,-0.0824382960302809,0.0425021571104992,1.93962616570151
"5252","ConjugateNormal",1,8,"SKL","MCMC",0,1,-0.0824382960302809,0.0425021571104992,1.93962616570151
"5253","ConjugateNormal",1,8,"SKL","OFF",-1,0.5,0.0366963996451305,0.0695078581297392,0.527946057216081
"5254","ConjugateNormal",1,8,"SKL","OFF",-1,1,0.0366963996451305,0.0695078581297392,0.527946057216081
"5255","ConjugateNormal",1,8,"SKL","OFF",0,0.5,-0.0729338881201216,0.0834364295550171,0.874125229340377
"5256","ConjugateNormal",1,8,"SKL","OFF",0,1,-0.0729338881201216,0.0834364295550172,0.874125229340377
"5257","ConjugateNormal",1,16,"ApproxRejection","IS",-1,0.5,0.0494355353750089,0.00584860992192729,8.45252735862377
"5258","ConjugateNormal",1,16,"ApproxRejection","IS",-1,1,0.0487080892435393,0.00603962636415301,8.06475207351177
"5259","ConjugateNormal",1,16,"ApproxRejection","IS",0,0.5,-0.049311318810344,0.00588065531738829,8.38534417491486
"5260","ConjugateNormal",1,16,"ApproxRejection","IS",0,1,-0.0487332844295056,0.00603691056247317,8.07255365558055
"5261","ConjugateNormal",1,16,"ApproxRejection","MCMC",-1,0.5,0.0502631949033992,0.00739405782022924,6.79778223614715
"5262","ConjugateNormal",1,16,"ApproxRejection","MCMC",-1,1,0.0502631949033992,0.00739405782022924,6.79778223614715
"5263","ConjugateNormal",1,16,"ApproxRejection","MCMC",0,0.5,-0.0481442877483592,0.00804809235346586,5.98207446359959
"5264","ConjugateNormal",1,16,"ApproxRejection","MCMC",0,1,-0.0481442877483592,0.00804809235346586,5.98207446359959
"5265","ConjugateNormal",1,16,"ApproxRejection","OFF",-1,0.5,0.0515681782260676,0.0166257716454535,3.10170134209497
"5266","ConjugateNormal",1,16,"ApproxRejection","OFF",-1,1,0.0515681782260676,0.0166257716454535,3.10170134209497
"5267","ConjugateNormal",1,16,"ApproxRejection","OFF",0,0.5,-0.0470836538213024,0.0173293619773293,2.71698715064631
"5268","ConjugateNormal",1,16,"ApproxRejection","OFF",0,1,-0.0470836538213024,0.0173293619773293,2.71698715064631
"5269","ConjugateNormal",1,16,"Rejection","IS",-1,0.5,0.0494355353750089,0.00584860992192729,8.45252735862377
"5270","ConjugateNormal",1,16,"Rejection","IS",-1,1,0.0487080892435393,0.00603962636415302,8.06475207351176
"5271","ConjugateNormal",1,16,"Rejection","IS",0,0.5,-0.0490136000995904,0.00603516769553589,8.12133192849718
"5272","ConjugateNormal",1,16,"Rejection","IS",0,1,-0.04865082674512,0.00612609612777398,7.94157090101002
"5273","ConjugateNormal",1,16,"Rejection","MCMC",-1,0.5,0.0502631949033992,0.00739405782022924,6.79778223614715
"5274","ConjugateNormal",1,16,"Rejection","MCMC",-1,1,0.0502631949033992,0.00739405782022924,6.79778223614715
"5275","ConjugateNormal",1,16,"Rejection","MCMC",0,0.5,-0.0475341487014349,0.0163296765443782,2.91090571036444
"5276","ConjugateNormal",1,16,"Rejection","MCMC",0,1,-0.0475341487014349,0.0163296765443782,2.91090571036444
"5277","ConjugateNormal",1,16,"Rejection","OFF",-1,0.5,0.0515681782260676,0.0166257716454535,3.10170134209497
"5278","ConjugateNormal",1,16,"Rejection","OFF",-1,1,0.0515681782260676,0.0166257716454535,3.10170134209497
"5279","ConjugateNormal",1,16,"Rejection","OFF",0,0.5,-0.0486258552278452,0.0472230270091341,1.02970644424043
"5280","ConjugateNormal",1,16,"Rejection","OFF",0,1,-0.0486258552278452,0.0472230270091341,1.02970644424043
"5281","ConjugateNormal",1,16,"SKL","IS",-1,0.5,0.00791295519343487,0.00183302494757496,4.31688352300031
"5282","ConjugateNormal",1,16,"SKL","IS",-1,1,0.00772672481377663,0.00189522362056897,4.07694623996769
"5283","ConjugateNormal",1,16,"SKL","IS",0,0.5,-0.015796068972074,0.00371870417309134,4.24773475835341
"5284","ConjugateNormal",1,16,"SKL","IS",0,1,-0.0154255888105617,0.00379908774649394,4.06034022899247
"5285","ConjugateNormal",1,16,"SKL","MCMC",-1,0.5,0.0107599945604528,0.0113200293135316,0.950527093387525
"5286","ConjugateNormal",1,16,"SKL","MCMC",-1,1,0.0107599945604528,0.0113200293135316,0.950527093387525
"5287","ConjugateNormal",1,16,"SKL","MCMC",0,0.5,-0.0183633907647539,0.0115411771123338,1.59111939674934
"5288","ConjugateNormal",1,16,"SKL","MCMC",0,1,-0.0183633907647539,0.0115411771123338,1.59111939674934
"5289","ConjugateNormal",1,16,"SKL","OFF",-1,0.5,0.0094946544260019,0.0375916512756172,0.252573486500721
"5290","ConjugateNormal",1,16,"SKL","OFF",-1,1,0.0094946544260019,0.0375916512756172,0.252573486500721
"5291","ConjugateNormal",1,16,"SKL","OFF",0,0.5,-0.0175270781455629,0.0381920201616269,0.458919901890214
"5292","ConjugateNormal",1,16,"SKL","OFF",0,1,-0.0175270781455629,0.0381920201616269,0.458919901890214
"5293","ConjugateNormal",1,32,"ApproxRejection","IS",-1,0.5,0.0249046048335418,0.00307067727535998,8.11045987586637
"5294","ConjugateNormal",1,32,"ApproxRejection","IS",-1,1,0.0252315069469953,0.003730348961416,6.763846280327
"5295","ConjugateNormal",1,32,"ApproxRejection","IS",0,0.5,-0.0248775310195914,0.00308631037405398,8.06060570859366
"5296","ConjugateNormal",1,32,"ApproxRejection","IS",0,1,-0.0252418324682645,0.00375801528060207,6.71679878433613
"5297","ConjugateNormal",1,32,"ApproxRejection","MCMC",-1,0.5,0.0251185421398127,0.0038948325258771,6.44919697392023
"5298","ConjugateNormal",1,32,"ApproxRejection","MCMC",-1,1,0.0251185421398127,0.0038948325258771,6.44919697392023
"5299","ConjugateNormal",1,32,"ApproxRejection","MCMC",0,0.5,-0.0250418863500513,0.00394595117359386,6.3462230647025
"5300","ConjugateNormal",1,32,"ApproxRejection","MCMC",0,1,-0.0250418863500513,0.00394595117359386,6.3462230647025
"5301","ConjugateNormal",1,32,"ApproxRejection","OFF",-1,0.5,0.0255761209113721,0.00774449743373192,3.30248942945902
"5302","ConjugateNormal",1,32,"ApproxRejection","OFF",-1,1,0.0255761209113721,0.00774449743373192,3.30248942945902
"5303","ConjugateNormal",1,32,"ApproxRejection","OFF",0,0.5,-0.0241924726420437,0.00729319532699248,3.31712940040233
"5304","ConjugateNormal",1,32,"ApproxRejection","OFF",0,1,-0.0241924726420437,0.00729319532699248,3.31712940040233
"5305","ConjugateNormal",1,32,"Rejection","IS",-1,0.5,0.0249046048335418,0.00307067727535998,8.11045987586637
"5306","ConjugateNormal",1,32,"Rejection","IS",-1,1,0.0252315069469953,0.003730348961416,6.763846280327
"5307","ConjugateNormal",1,32,"Rejection","IS",0,0.5,-0.0247951862640789,0.00312526686512394,7.93378208458867
"5308","ConjugateNormal",1,32,"Rejection","IS",0,1,-0.0252101239246696,0.00381822083897161,6.60258402744971
"5309","ConjugateNormal",1,32,"Rejection","MCMC",-1,0.5,0.0251185421398127,0.0038948325258771,6.44919697392023
"5310","ConjugateNormal",1,32,"Rejection","MCMC",-1,1,0.0251185421398127,0.0038948325258771,6.44919697392023
"5311","ConjugateNormal",1,32,"Rejection","MCMC",0,0.5,-0.0247384905206507,0.00538029053496347,4.59798413485094
"5312","ConjugateNormal",1,32,"Rejection","MCMC",0,1,-0.0247384905206507,0.00538029053496347,4.59798413485094
"5313","ConjugateNormal",1,32,"Rejection","OFF",-1,0.5,0.0255761209113721,0.00774449743373192,3.30248942945902
"5314","ConjugateNormal",1,32,"Rejection","OFF",-1,1,0.0255761209113721,0.00774449743373192,3.30248942945902
"5315","ConjugateNormal",1,32,"Rejection","OFF",0,0.5,-0.0232979078134276,0.0194730722403189,1.19641664786665
"5316","ConjugateNormal",1,32,"Rejection","OFF",0,1,-0.0232979078134276,0.0194730722403189,1.19641664786665
"5317","ConjugateNormal",1,32,"SKL","IS",-1,0.5,0.00201282191501234,0.000486892342279854,4.13401842712782
"5318","ConjugateNormal",1,32,"SKL","IS",-1,1,0.00210040963816976,0.000597973861521351,3.51254423199361
"5319","ConjugateNormal",1,32,"SKL","IS",0,0.5,-0.00402105113591176,0.00098571968427727,4.07930489778136
"5320","ConjugateNormal",1,32,"SKL","IS",0,1,-0.00419895236422862,0.00121106127605632,3.46716755563519
"5321","ConjugateNormal",1,32,"SKL","MCMC",-1,0.5,0.00185813580723644,0.00341717314839295,0.543764019716208
"5322","ConjugateNormal",1,32,"SKL","MCMC",-1,1,0.00185813580723644,0.00341717314839295,0.543764019716208
"5323","ConjugateNormal",1,32,"SKL","MCMC",0,0.5,-0.0039035107544867,0.00333071306474429,1.17197449273115
"5324","ConjugateNormal",1,32,"SKL","MCMC",0,1,-0.0039035107544867,0.00333071306474429,1.17197449273115
"5325","ConjugateNormal",1,32,"SKL","OFF",-1,0.5,0.00132726996323958,0.014313113885676,0.0927310418851527
"5326","ConjugateNormal",1,32,"SKL","OFF",-1,1,0.00132726996323958,0.014313113885676,0.0927310418851527
"5327","ConjugateNormal",1,32,"SKL","OFF",0,0.5,-0.00323926395843332,0.0137779541337094,0.235104858602198
"5328","ConjugateNormal",1,32,"SKL","OFF",0,1,-0.00323926395843332,0.0137779541337094,0.235104858602198
"5329","ConjugateNormal",2,4,"ApproxRejection","IS",-1,0.5,0.236816777982332,0.0463027321619515,5.1145314093783
"5330","ConjugateNormal",2,4,"ApproxRejection","IS",-1,1,0.246226062036156,0.0388203515469244,6.34270562281046
"5331","ConjugateNormal",2,4,"ApproxRejection","IS",0,0.5,-0.215235506906945,0.0424313072213838,5.07256365645209
"5332","ConjugateNormal",2,4,"ApproxRejection","IS",0,1,-0.237814039738982,0.04284976995254,5.54994904295594
"5333","ConjugateNormal",2,4,"ApproxRejection","MCMC",-1,0.5,0.251464638730794,0.0434175104690585,5.79177930779794
"5334","ConjugateNormal",2,4,"ApproxRejection","MCMC",-1,1,0.251464638730794,0.0434175104690585,5.79177930779794
"5335","ConjugateNormal",2,4,"ApproxRejection","MCMC",0,0.5,-0.251114157293754,0.0440248575115724,5.70391754766601
"5336","ConjugateNormal",2,4,"ApproxRejection","MCMC",0,1,-0.251114157293754,0.0440248575115724,5.70391754766601
"5337","ConjugateNormal",2,4,"ApproxRejection","OFF",-1,0.5,0.259638727398795,0.0464357367309398,5.59135583232386
"5338","ConjugateNormal",2,4,"ApproxRejection","OFF",-1,1,0.259638727398795,0.0464357367309398,5.59135583232386
"5339","ConjugateNormal",2,4,"ApproxRejection","OFF",0,0.5,-0.232803551038446,0.0724146237047966,3.21486930578396
"5340","ConjugateNormal",2,4,"ApproxRejection","OFF",0,1,-0.232803551038446,0.0724146237047966,3.21486930578396
"5341","ConjugateNormal",2,4,"Rejection","IS",-1,0.5,0.236816777982332,0.0463027321619515,5.1145314093783
"5342","ConjugateNormal",2,4,"Rejection","IS",-1,1,0.246226062036156,0.0388203515469244,6.34270562281045
"5343","ConjugateNormal",2,4,"Rejection","IS",0,0.5,-0.137922446258253,0.0806461262376603,1.71021787025209
"5344","ConjugateNormal",2,4,"Rejection","IS",0,1,-0.220466422485279,0.0942316648111245,2.33962143115243
"5345","ConjugateNormal",2,4,"Rejection","MCMC",-1,0.5,0.251464638730794,0.0434175104690585,5.79177930779795
"5346","ConjugateNormal",2,4,"Rejection","MCMC",-1,1,0.251464638730794,0.0434175104690585,5.79177930779795
"5347","ConjugateNormal",2,4,"Rejection","MCMC",0,0.5,-0.291408171515701,0.179249426144587,1.62571327442156
"5348","ConjugateNormal",2,4,"Rejection","MCMC",0,1,-0.291408171515701,0.179249426144587,1.62571327442156
"5349","ConjugateNormal",2,4,"Rejection","OFF",-1,0.5,0.259638727398795,0.0464357367309398,5.59135583232386
"5350","ConjugateNormal",2,4,"Rejection","OFF",-1,1,0.259638727398795,0.0464357367309398,5.59135583232386
"5351","ConjugateNormal",2,4,"Rejection","OFF",0,0.5,-0.218662758694636,0.33208233954793,0.658459462169251
"5352","ConjugateNormal",2,4,"Rejection","OFF",0,1,-0.218662758694636,0.33208233954793,0.658459462169251
"5353","ConjugateNormal",2,4,"SKL","IS",-1,0.5,0.197572388922495,0.0786059242321913,2.51345418112371
"5354","ConjugateNormal",2,4,"SKL","IS",-1,1,0.207332720986434,0.0721852573610501,2.872230820615
"5355","ConjugateNormal",2,4,"SKL","IS",0,0.5,-0.364546399973453,0.237675640011842,1.53379791027507
"5356","ConjugateNormal",2,4,"SKL","IS",0,1,-0.422613297923606,0.263947699353764,1.60112514319432
"5357","ConjugateNormal",2,4,"SKL","MCMC",-1,0.5,0.209652832740388,0.10620922359388,1.97396069424303
"5358","ConjugateNormal",2,4,"SKL","MCMC",-1,1,0.209652832740388,0.10620922359388,1.97396069424303
"5359","ConjugateNormal",2,4,"SKL","MCMC",0,0.5,-0.472245518626252,0.193730755456942,2.43763834767688
"5360","ConjugateNormal",2,4,"SKL","MCMC",0,1,-0.472245518626252,0.193730755456942,2.43763834767688
"5361","ConjugateNormal",2,4,"SKL","OFF",-1,0.5,0.222600250668275,0.120007011717339,1.85489370564931
"5362","ConjugateNormal",2,4,"SKL","OFF",-1,1,0.222600250668275,0.120007011717339,1.85489370564931
"5363","ConjugateNormal",2,4,"SKL","OFF",0,0.5,-0.441626379644448,0.307572177188669,1.43584632290569
"5364","ConjugateNormal",2,4,"SKL","OFF",0,1,-0.441626379644448,0.307572177188669,1.43584632290569
"5365","ConjugateNormal",2,8,"ApproxRejection","IS",-1,0.5,0.111781186238341,0.0124268018767705,8.99516925970266
"5366","ConjugateNormal",2,8,"ApproxRejection","IS",-1,1,0.110225964740626,0.0151188088051606,7.29065141051338
"5367","ConjugateNormal",2,8,"ApproxRejection","IS",0,0.5,-0.109816932183077,0.0125029862903543,8.78325622637828
"5368","ConjugateNormal",2,8,"ApproxRejection","IS",0,1,-0.109953317186228,0.0152841579005982,7.19394015040399
"5369","ConjugateNormal",2,8,"ApproxRejection","MCMC",-1,0.5,0.113776020800427,0.0179335515289027,6.3443105855
"5370","ConjugateNormal",2,8,"ApproxRejection","MCMC",-1,1,0.113776020800427,0.0179335515289027,6.3443105855
"5371","ConjugateNormal",2,8,"ApproxRejection","MCMC",0,0.5,-0.111605800019911,0.0203586925722401,5.48197285380154
"5372","ConjugateNormal",2,8,"ApproxRejection","MCMC",0,1,-0.111605800019911,0.0203586925722401,5.48197285380154
"5373","ConjugateNormal",2,8,"ApproxRejection","OFF",-1,0.5,0.119676483281984,0.0314585570576649,3.80425850628215
"5374","ConjugateNormal",2,8,"ApproxRejection","OFF",-1,1,0.119676483281984,0.0314585570576649,3.80425850628215
"5375","ConjugateNormal",2,8,"ApproxRejection","OFF",0,0.5,-0.112162728455469,0.0303180888028673,3.69953162894823
"5376","ConjugateNormal",2,8,"ApproxRejection","OFF",0,1,-0.112162728455469,0.0303180888028673,3.69953162894823
"5377","ConjugateNormal",2,8,"Rejection","IS",-1,0.5,0.111781186238341,0.0124268018767705,8.99516925970266
"5378","ConjugateNormal",2,8,"Rejection","IS",-1,1,0.110225964740626,0.0151188088051606,7.29065141051338
"5379","ConjugateNormal",2,8,"Rejection","IS",0,0.5,-0.103360626481115,0.016368820459619,6.31448226438188
"5380","ConjugateNormal",2,8,"Rejection","IS",0,1,-0.109159522201084,0.0193105774004806,5.65283574577977
"5381","ConjugateNormal",2,8,"Rejection","MCMC",-1,0.5,0.113776020800427,0.0179335515289026,6.3443105855
"5382","ConjugateNormal",2,8,"Rejection","MCMC",-1,1,0.113776020800427,0.0179335515289026,6.3443105855
"5383","ConjugateNormal",2,8,"Rejection","MCMC",0,0.5,-0.117248658960224,0.0646113213864371,1.81467669201448
"5384","ConjugateNormal",2,8,"Rejection","MCMC",0,1,-0.117248658960224,0.0646113213864371,1.81467669201448
"5385","ConjugateNormal",2,8,"Rejection","OFF",-1,0.5,0.119676483281984,0.0314585570576649,3.80425850628215
"5386","ConjugateNormal",2,8,"Rejection","OFF",-1,1,0.119676483281984,0.0314585570576649,3.80425850628215
"5387","ConjugateNormal",2,8,"Rejection","OFF",0,0.5,-0.133804026540334,0.140695370841199,0.95101939559445
"5388","ConjugateNormal",2,8,"Rejection","OFF",0,1,-0.133804026540334,0.140695370841199,0.95101939559445
"5389","ConjugateNormal",2,8,"SKL","IS",-1,0.5,0.0404437246938395,0.00956946725018126,4.22632980880659
"5390","ConjugateNormal",2,8,"SKL","IS",-1,1,0.0395637214833118,0.010758751215754,3.67735257465372
"5391","ConjugateNormal",2,8,"SKL","IS",0,0.5,-0.0805838130672694,0.024416899408081,3.3003294857577
"5392","ConjugateNormal",2,8,"SKL","IS",0,1,-0.0792535294918006,0.0241755247315161,3.27825477924303
"5393","ConjugateNormal",2,8,"SKL","MCMC",-1,0.5,0.045072713457286,0.0302876388340517,1.4881554057166
"5394","ConjugateNormal",2,8,"SKL","MCMC",-1,1,0.045072713457286,0.0302876388340517,1.4881554057166
"5395","ConjugateNormal",2,8,"SKL","MCMC",0,0.5,-0.0864902570920639,0.0443750990644513,1.94907186497643
"5396","ConjugateNormal",2,8,"SKL","MCMC",0,1,-0.0864902570920639,0.0443750990644513,1.94907186497643
"5397","ConjugateNormal",2,8,"SKL","OFF",-1,0.5,0.0536090275793285,0.0654075870157431,0.819614818788916
"5398","ConjugateNormal",2,8,"SKL","OFF",-1,1,0.0536090275793285,0.0654075870157431,0.819614818788916
"5399","ConjugateNormal",2,8,"SKL","OFF",0,0.5,-0.0986726965678938,0.0696164917957768,1.41737530896206
"5400","ConjugateNormal",2,8,"SKL","OFF",0,1,-0.0986726965678938,0.0696164917957768,1.41737530896206
"5401","ConjugateNormal",2,16,"ApproxRejection","IS",-1,0.5,0.0504893641613569,0.00485173676854697,10.4064516625616
"5402","ConjugateNormal",2,16,"ApproxRejection","IS",-1,1,0.0499872696224253,0.00634349791135073,7.88007977948265
"5403","ConjugateNormal",2,16,"ApproxRejection","IS",0,0.5,-0.0503447601663225,0.00481467066605526,10.4565324729824
"5404","ConjugateNormal",2,16,"ApproxRejection","IS",0,1,-0.0499834264744482,0.00625183970959586,7.99499488090351
"5405","ConjugateNormal",2,16,"ApproxRejection","MCMC",-1,0.5,0.0505687654436695,0.0082239886933328,6.14893421298909
"5406","ConjugateNormal",2,16,"ApproxRejection","MCMC",-1,1,0.0505687654436695,0.0082239886933328,6.14893421298909
"5407","ConjugateNormal",2,16,"ApproxRejection","MCMC",0,0.5,-0.0509787755729398,0.00663195740673657,7.68683699945914
"5408","ConjugateNormal",2,16,"ApproxRejection","MCMC",0,1,-0.0509787755729398,0.00663195740673658,7.68683699945914
"5409","ConjugateNormal",2,16,"ApproxRejection","OFF",-1,0.5,0.0515823879086199,0.0153073923944005,3.36976975435012
"5410","ConjugateNormal",2,16,"ApproxRejection","OFF",-1,1,0.0515823879086199,0.0153073923944005,3.36976975435012
"5411","ConjugateNormal",2,16,"ApproxRejection","OFF",0,0.5,-0.0514071541833678,0.0138120090673826,3.72191720498988
"5412","ConjugateNormal",2,16,"ApproxRejection","OFF",0,1,-0.0514071541833678,0.0138120090673826,3.72191720498988
"5413","ConjugateNormal",2,16,"Rejection","IS",-1,0.5,0.0504893641613569,0.00485173676854697,10.4064516625616
"5414","ConjugateNormal",2,16,"Rejection","IS",-1,1,0.0499872696224253,0.00634349791135073,7.88007977948265
"5415","ConjugateNormal",2,16,"Rejection","IS",0,0.5,-0.0498069693685734,0.00493803411195928,10.0863963754214
"5416","ConjugateNormal",2,16,"Rejection","IS",0,1,-0.0496993710106436,0.00616876956811807,8.05661006815749
"5417","ConjugateNormal",2,16,"Rejection","MCMC",-1,0.5,0.0505687654436695,0.0082239886933328,6.14893421298909
"5418","ConjugateNormal",2,16,"Rejection","MCMC",-1,1,0.0505687654436695,0.0082239886933328,6.14893421298909
"5419","ConjugateNormal",2,16,"Rejection","MCMC",0,0.5,-0.054916252649888,0.0181541905090234,3.02499043527126
"5420","ConjugateNormal",2,16,"Rejection","MCMC",0,1,-0.054916252649888,0.0181541905090234,3.02499043527126
"5421","ConjugateNormal",2,16,"Rejection","OFF",-1,0.5,0.0515823879086199,0.0153073923944005,3.36976975435012
"5422","ConjugateNormal",2,16,"Rejection","OFF",-1,1,0.0515823879086199,0.0153073923944005,3.36976975435012
"5423","ConjugateNormal",2,16,"Rejection","OFF",0,0.5,-0.0627068250300711,0.0696888647736959,0.899811257274776
"5424","ConjugateNormal",2,16,"Rejection","OFF",0,1,-0.0627068250300711,0.0696888647736959,0.899811257274776
"5425","ConjugateNormal",2,16,"SKL","IS",-1,0.5,0.00816749142881226,0.00154892728862984,5.2729986028183
"5426","ConjugateNormal",2,16,"SKL","IS",-1,1,0.00812718757974659,0.00205251653763532,3.95962099730987
"5427","ConjugateNormal",2,16,"SKL","IS",0,0.5,-0.0163100694350712,0.00315893501470473,5.16315446792936
