"","model","chain","nChains","objectiveType","antithetics","dim","essn","mean","sd","snr"
"2751","CHRVariational",10,16,"Rejection","OFF",-1,0.5,0.195176190219973,0.0613884626388967,3.17936273087747
"2752","CHRVariational",10,16,"Rejection","OFF",-1,1,0.195176190219973,0.0613884626388967,3.17936273087747
"2753","CHRVariational",10,16,"Rejection","OFF",0,0.5,0.0324128770268768,0.141597061495449,0.228909249136632
"2754","CHRVariational",10,16,"Rejection","OFF",0,1,0.0324128770268768,0.141597061495449,0.228909249136632
"2755","CHRVariational",10,16,"Rejection","OFF",1,0.5,-0.0177373789715104,0.133823000446685,0.132543575561042
"2756","CHRVariational",10,16,"Rejection","OFF",1,1,-0.0177373789715104,0.133823000446685,0.132543575561042
"2757","CHRVariational",10,16,"Rejection","OFF",2,0.5,-0.0333230585487639,0.178570403678723,0.186610198903496
"2758","CHRVariational",10,16,"Rejection","OFF",2,1,-0.0333230585487639,0.178570403678723,0.186610198903496
"2759","CHRVariational",10,16,"Rejection","OFF",3,0.5,0.0247303251848834,0.132832290793038,0.18617705858446
"2760","CHRVariational",10,16,"Rejection","OFF",3,1,0.0247303251848834,0.132832290793038,0.18617705858446
"2761","CHRVariational",10,16,"SKL","IS",-1,0.5,0.0748576432755353,0.0749340110248659,0.998980866654726
"2762","CHRVariational",10,16,"SKL","IS",-1,1,0.124652487569561,0.143767477581817,0.867042321853508
"2763","CHRVariational",10,16,"SKL","IS",0,0.5,0.000729711093103058,0.0269107204689492,0.0271159998835791
"2764","CHRVariational",10,16,"SKL","IS",0,1,0.0257914401773274,0.0765729711919869,0.336821724112834
"2765","CHRVariational",10,16,"SKL","IS",1,0.5,0.00342316574987681,0.0312358867940379,0.109590797676031
"2766","CHRVariational",10,16,"SKL","IS",1,1,-0.00167029118847899,0.0913445695959649,0.0182856101448287
"2767","CHRVariational",10,16,"SKL","IS",2,0.5,-0.00182530794366342,0.0286827956494236,0.0636377278551681
"2768","CHRVariational",10,16,"SKL","IS",2,1,-0.0330442816018516,0.0718907820797841,0.459645599142032
"2769","CHRVariational",10,16,"SKL","IS",3,0.5,0.00242003103256245,0.0275965597434513,0.0876932144825305
"2770","CHRVariational",10,16,"SKL","IS",3,1,-0.00371136510105756,0.0348628925988128,0.106456028871912
"2771","CHRVariational",10,16,"SKL","MCMC",-1,0.5,0.16038789185106,0.112087511797594,1.43091669427623
"2772","CHRVariational",10,16,"SKL","MCMC",-1,1,0.16038789185106,0.112087511797594,1.43091669427623
"2773","CHRVariational",10,16,"SKL","MCMC",0,0.5,0.0650473494988034,0.0842898028301598,0.771710780126878
"2774","CHRVariational",10,16,"SKL","MCMC",0,1,0.0650473494988034,0.0842898028301598,0.771710780126878
"2775","CHRVariational",10,16,"SKL","MCMC",1,0.5,-0.0324011416121996,0.0579675669015311,0.558952934271661
"2776","CHRVariational",10,16,"SKL","MCMC",1,1,-0.0324011416121996,0.0579675669015311,0.558952934271661
"2777","CHRVariational",10,16,"SKL","MCMC",2,0.5,-0.0774431761843244,0.123283069806364,0.628173651953683
"2778","CHRVariational",10,16,"SKL","MCMC",2,1,-0.0774431761843244,0.123283069806364,0.628173651953683
"2779","CHRVariational",10,16,"SKL","MCMC",3,0.5,-0.0102630460361306,0.053165848562234,0.193038319027618
"2780","CHRVariational",10,16,"SKL","MCMC",3,1,-0.0102630460361306,0.053165848562234,0.193038319027618
"2781","CHRVariational",10,16,"SKL","OFF",-1,0.5,0.178906117307917,0.160121757351138,1.11731297649692
"2782","CHRVariational",10,16,"SKL","OFF",-1,1,0.178906117307917,0.160121757351138,1.11731297649692
"2783","CHRVariational",10,16,"SKL","OFF",0,0.5,0.0715496992714862,0.121651066505113,0.588155133588399
"2784","CHRVariational",10,16,"SKL","OFF",0,1,0.0715496992714862,0.121651066505113,0.588155133588399
"2785","CHRVariational",10,16,"SKL","OFF",1,0.5,-0.0455939049818701,0.108091313252688,0.421809150151447
"2786","CHRVariational",10,16,"SKL","OFF",1,1,-0.0455939049818701,0.108091313252688,0.421809150151447
"2787","CHRVariational",10,16,"SKL","OFF",2,0.5,-0.0713430493072249,0.144118121821859,0.495031772585897
"2788","CHRVariational",10,16,"SKL","OFF",2,1,-0.0713430493072249,0.144118121821859,0.495031772585896
"2789","CHRVariational",10,16,"SKL","OFF",3,0.5,-0.00037448538125566,0.0847186214515427,0.00442034318830196
"2790","CHRVariational",10,16,"SKL","OFF",3,1,-0.00037448538125566,0.0847186214515427,0.00442034318830196
"2791","CHRVariational",10,32,"ApproxRejection","IS",-1,0.5,0.0867327369855209,0.0478484542899325,1.81265493886121
"2792","CHRVariational",10,32,"ApproxRejection","IS",-1,1,0.0844462315614627,0.0317123133190512,2.66288462503086
"2793","CHRVariational",10,32,"ApproxRejection","IS",0,0.5,-0.00227311592013239,0.00182933564001769,1.24259095510237
"2794","CHRVariational",10,32,"ApproxRejection","IS",0,1,-0.0022697516306852,0.00148944772191102,1.52388808099489
"2795","CHRVariational",10,32,"ApproxRejection","IS",1,0.5,0.00173404375109669,0.00131173280490742,1.32194890957163
"2796","CHRVariational",10,32,"ApproxRejection","IS",1,1,0.00166944603390405,0.000936859237372408,1.781960370681
"2797","CHRVariational",10,32,"ApproxRejection","IS",2,0.5,-0.00330238124487052,0.00179120378312748,1.84366584973626
"2798","CHRVariational",10,32,"ApproxRejection","IS",2,1,-0.00368727791874247,0.00193104193645652,1.90947583743762
"2799","CHRVariational",10,32,"ApproxRejection","IS",3,0.5,-0.00366108479202621,0.00218854664425661,1.67283836587809
"2800","CHRVariational",10,32,"ApproxRejection","IS",3,1,-0.00402951887817715,0.00240818574742986,1.67325916718744
"2801","CHRVariational",10,32,"ApproxRejection","MCMC",-1,0.5,0.0877227527065243,0.0194798749210863,4.50325030637477
"2802","CHRVariational",10,32,"ApproxRejection","MCMC",-1,1,0.0877227527065243,0.0194798749210863,4.50325030637477
"2803","CHRVariational",10,32,"ApproxRejection","MCMC",0,0.5,-0.00246543537077711,0.00113979283218326,2.16305568973845
"2804","CHRVariational",10,32,"ApproxRejection","MCMC",0,1,-0.00246543537077711,0.00113979283218326,2.16305568973845
"2805","CHRVariational",10,32,"ApproxRejection","MCMC",1,0.5,0.00184425424865468,0.000774453093249654,2.38136339660815
"2806","CHRVariational",10,32,"ApproxRejection","MCMC",1,1,0.00184425424865468,0.000774453093249654,2.38136339660815
"2807","CHRVariational",10,32,"ApproxRejection","MCMC",2,0.5,-0.00377784894480779,0.00135755351472011,2.78283611205315
"2808","CHRVariational",10,32,"ApproxRejection","MCMC",2,1,-0.00377784894480779,0.00135755351472011,2.78283611205315
"2809","CHRVariational",10,32,"ApproxRejection","MCMC",3,0.5,-0.00408562447370999,0.00165028908664829,2.47570229165596
"2810","CHRVariational",10,32,"ApproxRejection","MCMC",3,1,-0.00408562447370999,0.00165028908664829,2.47570229165596
"2811","CHRVariational",10,32,"ApproxRejection","OFF",-1,0.5,0.0897488559798226,0.0282083769234676,3.1816384268872
"2812","CHRVariational",10,32,"ApproxRejection","OFF",-1,1,0.0897488559798226,0.0282083769234676,3.1816384268872
"2813","CHRVariational",10,32,"ApproxRejection","OFF",0,0.5,-0.00237702652458459,0.00166370475385546,1.42875502343555
"2814","CHRVariational",10,32,"ApproxRejection","OFF",0,1,-0.00237702652458459,0.00166370475385546,1.42875502343555
"2815","CHRVariational",10,32,"ApproxRejection","OFF",1,0.5,0.00178191142166011,0.0011244390231112,1.58471147393103
"2816","CHRVariational",10,32,"ApproxRejection","OFF",1,1,0.00178191142166011,0.0011244390231112,1.58471147393103
"2817","CHRVariational",10,32,"ApproxRejection","OFF",2,0.5,-0.00355340131001328,0.00177761601602074,1.99897012514981
"2818","CHRVariational",10,32,"ApproxRejection","OFF",2,1,-0.00355340131001328,0.00177761601602074,1.99897012514981
"2819","CHRVariational",10,32,"ApproxRejection","OFF",3,0.5,-0.00380698105777202,0.00213214818020025,1.7855142963912
"2820","CHRVariational",10,32,"ApproxRejection","OFF",3,1,-0.00380698105777202,0.00213214818020025,1.7855142963912
"2821","CHRVariational",10,32,"Rejection","IS",-1,0.5,0.0867327369855209,0.0478484542899325,1.81265493886121
"2822","CHRVariational",10,32,"Rejection","IS",-1,1,0.0844462315614627,0.0317123133190512,2.66288462503086
"2823","CHRVariational",10,32,"Rejection","IS",0,0.5,-0.000818258643046507,0.0123603034548703,0.0662005302729111
"2824","CHRVariational",10,32,"Rejection","IS",0,1,-0.0064918821406307,0.00710382918468789,0.913856734424833
"2825","CHRVariational",10,32,"Rejection","IS",1,0.5,0.00029759918452069,0.0118304197884442,0.0251554205042987
"2826","CHRVariational",10,32,"Rejection","IS",1,1,0.00472928108001361,0.00482739428731552,0.97967574192982
"2827","CHRVariational",10,32,"Rejection","IS",2,0.5,-0.00275706605840686,0.00521033992771076,0.529152818560577
"2828","CHRVariational",10,32,"Rejection","IS",2,1,-0.0141023576049723,0.0192213567290796,0.733681696029141
"2829","CHRVariational",10,32,"Rejection","IS",3,0.5,-0.00287324059245303,0.00629520201944258,0.456417535700856
"2830","CHRVariational",10,32,"Rejection","IS",3,1,-0.0142291697505616,0.0182670387258652,0.778953281048983
"2831","CHRVariational",10,32,"Rejection","MCMC",-1,0.5,0.0877227527065243,0.0194798749210863,4.50325030637477
"2832","CHRVariational",10,32,"Rejection","MCMC",-1,1,0.0877227527065243,0.0194798749210863,4.50325030637477
"2833","CHRVariational",10,32,"Rejection","MCMC",0,0.5,-0.0130820697343347,0.0287960189779497,0.454301330484335
"2834","CHRVariational",10,32,"Rejection","MCMC",0,1,-0.0130820697343347,0.0287960189779497,0.454301330484335
"2835","CHRVariational",10,32,"Rejection","MCMC",1,0.5,0.00951436669196396,0.0205635343788666,0.462681488340935
"2836","CHRVariational",10,32,"Rejection","MCMC",1,1,0.00951436669196396,0.0205635343788666,0.462681488340935
"2837","CHRVariational",10,32,"Rejection","MCMC",2,0.5,-0.0223164127865238,0.0351913324897533,0.634145149036959
"2838","CHRVariational",10,32,"Rejection","MCMC",2,1,-0.0223164127865238,0.0351913324897533,0.634145149036959
"2839","CHRVariational",10,32,"Rejection","MCMC",3,0.5,-0.0242080839083606,0.0390282408016672,0.620270947680698
"2840","CHRVariational",10,32,"Rejection","MCMC",3,1,-0.0242080839083606,0.0390282408016672,0.620270947680698
"2841","CHRVariational",10,32,"Rejection","OFF",-1,0.5,0.0897488559798226,0.0282083769234676,3.1816384268872
"2842","CHRVariational",10,32,"Rejection","OFF",-1,1,0.0897488559798226,0.0282083769234676,3.1816384268872
"2843","CHRVariational",10,32,"Rejection","OFF",0,0.5,-0.0117704284681732,0.0704353438798017,0.167109689820774
"2844","CHRVariational",10,32,"Rejection","OFF",0,1,-0.0117704284681732,0.0704353438798017,0.167109689820774
"2845","CHRVariational",10,32,"Rejection","OFF",1,0.5,0.0104524866630485,0.0468038619138519,0.223325303418072
"2846","CHRVariational",10,32,"Rejection","OFF",1,1,0.0104524866630485,0.0468038619138519,0.223325303418072
"2847","CHRVariational",10,32,"Rejection","OFF",2,0.5,-0.011259565835447,0.0874442001001639,0.12876286617694
"2848","CHRVariational",10,32,"Rejection","OFF",2,1,-0.011259565835447,0.0874442001001639,0.12876286617694
"2849","CHRVariational",10,32,"Rejection","OFF",3,0.5,-0.00701829515397661,0.107464768492186,0.0653078702206198
"2850","CHRVariational",10,32,"Rejection","OFF",3,1,-0.00701829515397661,0.107464768492186,0.0653078702206198
"2851","CHRVariational",10,32,"SKL","IS",-1,0.5,0.0354387515703714,0.0624556096173753,0.567423035136178
"2852","CHRVariational",10,32,"SKL","IS",-1,1,0.032619304965621,0.0465288793544552,0.701055031158786
"2853","CHRVariational",10,32,"SKL","IS",0,0.5,-0.00590352285371678,0.0124488116448727,0.474223807229685
"2854","CHRVariational",10,32,"SKL","IS",0,1,-0.00458366717316811,0.00588810855855248,0.778461729702713
"2855","CHRVariational",10,32,"SKL","IS",1,0.5,0.0051159408583196,0.0113504586012294,0.450725476216925
"2856","CHRVariational",10,32,"SKL","IS",1,1,0.00304706798208928,0.00382584880628444,0.796442341653463
"2857","CHRVariational",10,32,"SKL","IS",2,0.5,-0.00539500575791075,0.0102297502005243,0.527383919661521
"2858","CHRVariational",10,32,"SKL","IS",2,1,-0.0128568529114569,0.0335617606478047,0.383080406489278
"2859","CHRVariational",10,32,"SKL","IS",3,0.5,-0.00606669722026159,0.0107800897329482,0.562768712557129
"2860","CHRVariational",10,32,"SKL","IS",3,1,-0.0125976046526477,0.0309821441206689,0.406608548575034
"2861","CHRVariational",10,32,"SKL","MCMC",-1,0.5,0.0311047996354636,0.0323719636542246,0.960856127472032
"2862","CHRVariational",10,32,"SKL","MCMC",-1,1,0.0311047996354636,0.0323719636542246,0.960856127472031
"2863","CHRVariational",10,32,"SKL","MCMC",0,0.5,-0.00648083308713005,0.0116036159560615,0.558518405958154
"2864","CHRVariational",10,32,"SKL","MCMC",0,1,-0.00648083308713005,0.0116036159560615,0.558518405958154
"2865","CHRVariational",10,32,"SKL","MCMC",1,0.5,0.00476211272082812,0.00927691051781221,0.513329595201397
"2866","CHRVariational",10,32,"SKL","MCMC",1,1,0.00476211272082812,0.00927691051781221,0.513329595201397
"2867","CHRVariational",10,32,"SKL","MCMC",2,0.5,-0.0135295050237152,0.0219356204464311,0.616782418202192
"2868","CHRVariational",10,32,"SKL","MCMC",2,1,-0.0135295050237152,0.0219356204464311,0.616782418202192
"2869","CHRVariational",10,32,"SKL","MCMC",3,0.5,-0.013411723451887,0.0187161739911849,0.716584674741954
"2870","CHRVariational",10,32,"SKL","MCMC",3,1,-0.013411723451887,0.0187161739911849,0.716584674741954
"2871","CHRVariational",10,32,"SKL","OFF",-1,0.5,0.0303633053650464,0.057787155654082,0.525433463913733
"2872","CHRVariational",10,32,"SKL","OFF",-1,1,0.0303633053650464,0.057787155654082,0.525433463913732
"2873","CHRVariational",10,32,"SKL","OFF",0,0.5,-0.00703207178070725,0.0257329615204994,0.273270986516859
"2874","CHRVariational",10,32,"SKL","OFF",0,1,-0.00703207178070725,0.0257329615204994,0.273270986516859
"2875","CHRVariational",10,32,"SKL","OFF",1,0.5,0.00599062754324912,0.0187721330439163,0.319123433082132
"2876","CHRVariational",10,32,"SKL","OFF",1,1,0.00599062754324912,0.0187721330439163,0.319123433082132
"2877","CHRVariational",10,32,"SKL","OFF",2,0.5,-0.0104738616296533,0.0369503457759963,0.283457743349652
"2878","CHRVariational",10,32,"SKL","OFF",2,1,-0.0104738616296533,0.0369503457759963,0.283457743349652
"2879","CHRVariational",10,32,"SKL","OFF",3,0.5,-0.0081302074811834,0.0377738235565747,0.215233903155359
"2880","CHRVariational",10,32,"SKL","OFF",3,1,-0.0081302074811834,0.0377738235565747,0.215233903155359
"2881","CHRVariational",11,16,"ApproxRejection","IS",-1,0.5,0.120065635605743,0.0590541704274143,2.03314405632572
"2882","CHRVariational",11,16,"ApproxRejection","IS",-1,1,0.171616306562234,0.0727791041855599,2.35804367864539
"2883","CHRVariational",11,16,"ApproxRejection","IS",0,0.5,-9.24355985470405e-05,0.000635925759702124,0.145355958831324
"2884","CHRVariational",11,16,"ApproxRejection","IS",0,1,0.000296696691720583,0.000492671372243676,0.60222027995943
"2885","CHRVariational",11,16,"ApproxRejection","IS",1,0.5,0.000333251912444869,0.000738451810274394,0.451284576472281
"2886","CHRVariational",11,16,"ApproxRejection","IS",1,1,2.95101211262193e-05,0.000419080079216921,0.0704164253795143
"2887","CHRVariational",11,16,"ApproxRejection","IS",2,0.5,-0.00110816710155008,0.00061624779851604,1.79824918517942
"2888","CHRVariational",11,16,"ApproxRejection","IS",2,1,-0.00121256794788378,0.000585671496813698,2.07038921047151
"2889","CHRVariational",11,16,"ApproxRejection","IS",3,0.5,-0.000525978468396387,0.000476680836625284,1.10341853077231
"2890","CHRVariational",11,16,"ApproxRejection","IS",3,1,-0.000400520212598442,0.000405940651924323,0.986647212344499
"2891","CHRVariational",11,16,"ApproxRejection","MCMC",-1,0.5,0.177619818432281,0.0444841577957275,3.99287807690811
"2892","CHRVariational",11,16,"ApproxRejection","MCMC",-1,1,0.177619818432281,0.0444841577957275,3.99287807690811
"2893","CHRVariational",11,16,"ApproxRejection","MCMC",0,0.5,0.00039590922080553,0.000399761961572141,0.990362412793206
"2894","CHRVariational",11,16,"ApproxRejection","MCMC",0,1,0.00039590922080553,0.000399761961572141,0.990362412793205
"2895","CHRVariational",11,16,"ApproxRejection","MCMC",1,0.5,5.81922638836152e-05,0.000341526116757143,0.170388913258412
"2896","CHRVariational",11,16,"ApproxRejection","MCMC",1,1,5.81922638836152e-05,0.000341526116757143,0.170388913258412
"2897","CHRVariational",11,16,"ApproxRejection","MCMC",2,0.5,-0.00121748592395821,0.000516219738491259,2.35846449327282
"2898","CHRVariational",11,16,"ApproxRejection","MCMC",2,1,-0.00121748592395821,0.000516219738491259,2.35846449327282
"2899","CHRVariational",11,16,"ApproxRejection","MCMC",3,0.5,-0.000343347782764175,0.000433816221897101,0.791459068226397
"2900","CHRVariational",11,16,"ApproxRejection","MCMC",3,1,-0.000343347782764175,0.000433816221897101,0.791459068226397
"2901","CHRVariational",11,16,"ApproxRejection","OFF",-1,0.5,0.177763858049596,0.0510758535128485,3.48038937821916
"2902","CHRVariational",11,16,"ApproxRejection","OFF",-1,1,0.177763858049596,0.0510758535128485,3.48038937821916
"2903","CHRVariational",11,16,"ApproxRejection","OFF",0,0.5,0.000344175232100923,0.000408572847287464,0.842384006636565
"2904","CHRVariational",11,16,"ApproxRejection","OFF",0,1,0.000344175232100923,0.000408572847287464,0.842384006636565
"2905","CHRVariational",11,16,"ApproxRejection","OFF",1,0.5,0.000129641666762891,0.000465845227310163,0.278293431300038
"2906","CHRVariational",11,16,"ApproxRejection","OFF",1,1,0.000129641666762891,0.000465845227310163,0.278293431300038
"2907","CHRVariational",11,16,"ApproxRejection","OFF",2,0.5,-0.00124689060950891,0.000781460172925029,1.59559073220809
"2908","CHRVariational",11,16,"ApproxRejection","OFF",2,1,-0.00124689060950891,0.000781460172925029,1.59559073220809
"2909","CHRVariational",11,16,"ApproxRejection","OFF",3,0.5,-0.000351876637532408,0.000615364072728787,0.571818624334106
"2910","CHRVariational",11,16,"ApproxRejection","OFF",3,1,-0.000351876637532408,0.000615364072728787,0.571818624334106
"2911","CHRVariational",11,16,"Rejection","IS",-1,0.5,0.120065635605743,0.0590541704274143,2.03314405632572
"2912","CHRVariational",11,16,"Rejection","IS",-1,1,0.171616306562234,0.0727791041855599,2.35804367864539
"2913","CHRVariational",11,16,"Rejection","IS",0,0.5,-0.00118245419118137,0.0419682959479375,0.0281749393077151
"2914","CHRVariational",11,16,"Rejection","IS",0,1,0.0381995419823737,0.0357327402009658,1.06903477784055
"2915","CHRVariational",11,16,"Rejection","IS",1,0.5,-0.00708121372143665,0.0379586219773345,0.18655086387659
"2916","CHRVariational",11,16,"Rejection","IS",1,1,-0.0196883872680898,0.0207892585756968,0.947046148683054
"2917","CHRVariational",11,16,"Rejection","IS",2,0.5,0.0235052562466731,0.0426751617790597,0.550794777729627
"2918","CHRVariational",11,16,"Rejection","IS",2,1,-0.0319021356244763,0.0468279532011578,0.681262652831205
"2919","CHRVariational",11,16,"Rejection","IS",3,0.5,0.0128733790455106,0.0203273067670661,0.633304706473353
"2920","CHRVariational",11,16,"Rejection","IS",3,1,-0.00200187875100234,0.0240711340453404,0.0831651199827809
"2921","CHRVariational",11,16,"Rejection","MCMC",-1,0.5,0.177619818432281,0.0444841577957275,3.99287807690811
"2922","CHRVariational",11,16,"Rejection","MCMC",-1,1,0.177619818432281,0.0444841577957275,3.99287807690811
"2923","CHRVariational",11,16,"Rejection","MCMC",0,0.5,0.0661241043757927,0.0772248985273211,0.856253690672043
"2924","CHRVariational",11,16,"Rejection","MCMC",0,1,0.0661241043757927,0.0772248985273211,0.856253690672043
"2925","CHRVariational",11,16,"Rejection","MCMC",1,0.5,-0.0262274490247325,0.0568995646570613,0.460942876853411
"2926","CHRVariational",11,16,"Rejection","MCMC",1,1,-0.0262274490247325,0.0568995646570613,0.460942876853411
"2927","CHRVariational",11,16,"Rejection","MCMC",2,0.5,-0.0470987980972894,0.10574454120702,0.445401696954572
"2928","CHRVariational",11,16,"Rejection","MCMC",2,1,-0.0470987980972894,0.10574454120702,0.445401696954572
"2929","CHRVariational",11,16,"Rejection","MCMC",3,0.5,0.00511917528069757,0.0720288844721161,0.0710711448360596
"2930","CHRVariational",11,16,"Rejection","MCMC",3,1,0.00511917528069757,0.0720288844721161,0.0710711448360596
"2931","CHRVariational",11,16,"Rejection","OFF",-1,0.5,0.177763858049596,0.0510758535128485,3.48038937821916
"2932","CHRVariational",11,16,"Rejection","OFF",-1,1,0.177763858049596,0.0510758535128485,3.48038937821916
"2933","CHRVariational",11,16,"Rejection","OFF",0,0.5,0.0530197584040899,0.113261040115151,0.468120002696298
"2934","CHRVariational",11,16,"Rejection","OFF",0,1,0.0530197584040899,0.113261040115151,0.468120002696298
"2935","CHRVariational",11,16,"Rejection","OFF",1,0.5,0.00460726891798583,0.133277948783762,0.0345688762471948
"2936","CHRVariational",11,16,"Rejection","OFF",1,1,0.00460726891798583,0.133277948783762,0.0345688762471948
"2937","CHRVariational",11,16,"Rejection","OFF",2,0.5,-0.0562446435587725,0.22559484648186,0.249317058593779
"2938","CHRVariational",11,16,"Rejection","OFF",2,1,-0.0562446435587725,0.22559484648186,0.249317058593779
"2939","CHRVariational",11,16,"Rejection","OFF",3,0.5,0.00200582948618252,0.155521365223276,0.0128974529210364
"2940","CHRVariational",11,16,"Rejection","OFF",3,1,0.00200582948618252,0.155521365223276,0.0128974529210364
"2941","CHRVariational",11,16,"SKL","IS",-1,0.5,0.0633916846842368,0.0651019748573512,0.973729058498426
"2942","CHRVariational",11,16,"SKL","IS",-1,1,0.144331660659138,0.139811414646614,1.03233102264182
"2943","CHRVariational",11,16,"SKL","IS",0,0.5,0.0081310076432607,0.0265616706412144,0.306118080940444
"2944","CHRVariational",11,16,"SKL","IS",0,1,0.0590769183108206,0.0759896099204201,0.777434156757598
"2945","CHRVariational",11,16,"SKL","IS",1,0.5,-0.00147236078844627,0.0296146459659106,0.0497173185909804
"2946","CHRVariational",11,16,"SKL","IS",1,1,-0.0299859061673673,0.0356861948341653,0.840266279627532
"2947","CHRVariational",11,16,"SKL","IS",2,0.5,-0.00567645325692594,0.0194367948147959,0.292046775768032
"2948","CHRVariational",11,16,"SKL","IS",2,1,-0.0549982500458579,0.107163238943752,0.513219370634418
"2949","CHRVariational",11,16,"SKL","IS",3,0.5,0.00263039533786402,0.0115275379986635,0.228183618927909
"2950","CHRVariational",11,16,"SKL","IS",3,1,-0.00328273272151239,0.0466265764885745,0.0704047555864797
"2951","CHRVariational",11,16,"SKL","MCMC",-1,0.5,0.149417406570056,0.108828670475613,1.37295995546998
"2952","CHRVariational",11,16,"SKL","MCMC",-1,1,0.149417406570056,0.108828670475613,1.37295995546998
"2953","CHRVariational",11,16,"SKL","MCMC",0,0.5,0.0974531559568885,0.166756435082008,0.58440416952403
"2954","CHRVariational",11,16,"SKL","MCMC",0,1,0.0974531559568885,0.166756435082008,0.58440416952403
"2955","CHRVariational",11,16,"SKL","MCMC",1,0.5,-0.0182480045643042,0.113014910544409,0.161465460410498
"2956","CHRVariational",11,16,"SKL","MCMC",1,1,-0.0182480045643042,0.113014910544409,0.161465460410498
"2957","CHRVariational",11,16,"SKL","MCMC",2,0.5,-0.0554121532743232,0.151703062162347,0.365267203472947
"2958","CHRVariational",11,16,"SKL","MCMC",2,1,-0.0554121532743232,0.151703062162347,0.365267203472947
"2959","CHRVariational",11,16,"SKL","MCMC",3,0.5,0.0264755839514346,0.142570512343708,0.185701682039322
"2960","CHRVariational",11,16,"SKL","MCMC",3,1,0.0264755839514346,0.142570512343708,0.185701682039322
"2961","CHRVariational",11,16,"SKL","OFF",-1,0.5,0.137482730158164,0.127706930255456,1.07654870321566
"2962","CHRVariational",11,16,"SKL","OFF",-1,1,0.137482730158164,0.127706930255456,1.07654870321566
"2963","CHRVariational",11,16,"SKL","OFF",0,0.5,0.0888596557679966,0.173288659375615,0.51278402226765
"2964","CHRVariational",11,16,"SKL","OFF",0,1,0.0888596557679966,0.173288659375615,0.51278402226765
"2965","CHRVariational",11,16,"SKL","OFF",1,0.5,-0.00145383780027389,0.134108351739861,0.0108407700296996
"2966","CHRVariational",11,16,"SKL","OFF",1,1,-0.00145383780027389,0.134108351739861,0.0108407700296996
"2967","CHRVariational",11,16,"SKL","OFF",2,0.5,-0.0525912995734973,0.204225611680313,0.257515691302331
"2968","CHRVariational",11,16,"SKL","OFF",2,1,-0.0525912995734973,0.204225611680313,0.257515691302331
"2969","CHRVariational",11,16,"SKL","OFF",3,0.5,0.0355164596009986,0.171741919335001,0.206801343192863
"2970","CHRVariational",11,16,"SKL","OFF",3,1,0.0355164596009986,0.171741919335001,0.206801343192863
"2971","CHRVariational",11,32,"ApproxRejection","IS",-1,0.5,0.0786065268413146,0.0375074519627061,2.09575758223922
"2972","CHRVariational",11,32,"ApproxRejection","IS",-1,1,0.0817052555667987,0.0244310647247222,3.34431824758418
"2973","CHRVariational",11,32,"ApproxRejection","IS",0,0.5,-0.00191735423753889,0.00136295254356056,1.40676522201574
"2974","CHRVariational",11,32,"ApproxRejection","IS",0,1,-0.00211918376581946,0.00129925658787094,1.63107409698965
"2975","CHRVariational",11,32,"ApproxRejection","IS",1,0.5,0.00141348045463909,0.000908699769681492,1.55549775822495
"2976","CHRVariational",11,32,"ApproxRejection","IS",1,1,0.00161562633513611,0.000902332964353628,1.79049907180709
"2977","CHRVariational",11,32,"ApproxRejection","IS",2,0.5,-0.00310624176636603,0.00168373633646907,1.84485046683738
"2978","CHRVariational",11,32,"ApproxRejection","IS",2,1,-0.00330244566579526,0.00152909953541866,2.15973230604054
"2979","CHRVariational",11,32,"ApproxRejection","IS",3,0.5,-0.00336175495524262,0.00206043465644514,1.63157562154514
"2980","CHRVariational",11,32,"ApproxRejection","IS",3,1,-0.00342678477114625,0.00175435382361423,1.95330310512081
"2981","CHRVariational",11,32,"ApproxRejection","MCMC",-1,0.5,0.0888812401268851,0.0258043376186789,3.44443021325791
"2982","CHRVariational",11,32,"ApproxRejection","MCMC",-1,1,0.0888812401268851,0.0258043376186789,3.44443021325791
"2983","CHRVariational",11,32,"ApproxRejection","MCMC",0,0.5,-0.00224201340498762,0.00107159387559183,2.09222304835345
"2984","CHRVariational",11,32,"ApproxRejection","MCMC",0,1,-0.00224201340498762,0.00107159387559183,2.09222304835345
"2985","CHRVariational",11,32,"ApproxRejection","MCMC",1,0.5,0.00180084722113434,0.000821077344109627,2.19327354974966
"2986","CHRVariational",11,32,"ApproxRejection","MCMC",1,1,0.00180084722113434,0.000821077344109627,2.19327354974966
"2987","CHRVariational",11,32,"ApproxRejection","MCMC",2,0.5,-0.00350244928050294,0.00142384852971297,2.45984682177464
"2988","CHRVariational",11,32,"ApproxRejection","MCMC",2,1,-0.00350244928050294,0.00142384852971297,2.45984682177464
"2989","CHRVariational",11,32,"ApproxRejection","MCMC",3,0.5,-0.00357386599213888,0.001573494584602,2.27129220978085
"2990","CHRVariational",11,32,"ApproxRejection","MCMC",3,1,-0.00357386599213888,0.001573494584602,2.27129220978085
"2991","CHRVariational",11,32,"ApproxRejection","OFF",-1,0.5,0.0895794176905677,0.0376301486719992,2.38052255576721
"2992","CHRVariational",11,32,"ApproxRejection","OFF",-1,1,0.0895794176905677,0.0376301486719992,2.38052255576721
"2993","CHRVariational",11,32,"ApproxRejection","OFF",0,0.5,-0.00205724519024216,0.00139531139622623,1.47439861510929
"2994","CHRVariational",11,32,"ApproxRejection","OFF",0,1,-0.00205724519024216,0.00139531139622623,1.47439861510929
